Parameters;Precisao;Revocacao;F1-Score;Tempo
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.8871;0.8880;0.8876;0.8248
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.8813;0.9012;0.8912;1.1305
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.8811;0.9020;0.8914;1.1801
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.8810;0.9018;0.8912;1.2377
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.8810;0.9012;0.8910;1.2581
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.8814;0.9020;0.8916;1.3119
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.8852;0.8988;0.8919;1.3831
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.8884;0.8935;0.8909;1.4701
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.8912;0.8850;0.8881;1.5733
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.8959;0.8805;0.8881;1.7065
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9006;0.8725;0.8863;1.8524
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9052;0.8655;0.8849;2.0373
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9086;0.8568;0.8819;2.1802
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9124;0.8480;0.8790;2.3548
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9397;0.7552;0.8374;3.8923
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9545;0.6475;0.7716;5.5368
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9655;0.5577;0.7070;7.0599
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9746;0.4605;0.6255;8.6151
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9828;0.3792;0.5474;10.1838
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9866;0.2990;0.4589;11.7691
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9912;0.2030;0.3370;13.0320
Media_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9953;0.1103;0.1985;14.3326
