Parameters;Precisao;Revocacao;F1-Score;Tempo
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6690;0.9988;0.7964;0.0051
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6691;0.9989;0.7965;0.0042
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6686;0.9989;0.7962;0.0041
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9313;0.9920;0.9604;0.0072
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9764;0.9856;0.9810;0.0110
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9841;0.9747;0.9794;0.0159
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9866;0.9617;0.9740;0.0227
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9878;0.9500;0.9685;0.0287
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9882;0.9392;0.9631;0.0340
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9889;0.9268;0.9569;0.0437
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9893;0.9156;0.9510;0.0482
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9898;0.9043;0.9451;0.0541
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9902;0.8942;0.9398;0.0585
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9906;0.8852;0.9349;0.0697
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9920;0.7899;0.8795;0.1277
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9926;0.6907;0.8146;0.1926
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9928;0.5916;0.7413;0.2518
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9931;0.4896;0.6557;0.2996
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9934;0.3894;0.5595;0.3725
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9942;0.2902;0.4492;0.4152
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9937;0.1951;0.3261;0.4620
Agriculture_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9951;0.1009;0.1832;0.4938
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.6281;0.9986;0.7678;0.0044
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.6251;0.9986;0.7657;0.0044
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.6253;0.9986;0.7658;0.0043
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.8879;0.9914;0.9345;0.0070
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9626;0.9857;0.9734;0.0099
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9824;0.9745;0.9784;0.0161
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9854;0.9631;0.9741;0.0228
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9872;0.9512;0.9688;0.0290
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9883;0.9409;0.9640;0.0359
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9888;0.9295;0.9583;0.0436
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9896;0.9198;0.9534;0.0502
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9899;0.9088;0.9476;0.0531
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9902;0.8991;0.9424;0.0610
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9904;0.8888;0.9368;0.0715
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9922;0.7882;0.8785;0.1293
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9926;0.6921;0.8155;0.1894
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9931;0.5894;0.7397;0.2448
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9936;0.4902;0.6564;0.3010
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9933;0.3949;0.5649;0.3670
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9940;0.2939;0.4533;0.4149
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9940;0.1933;0.3236;0.4589
Agriculture_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9935;0.0960;0.1749;0.4921
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5558;0.9975;0.7118;0.0052
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5509;0.9982;0.7081;0.0054
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5511;0.9982;0.7082;0.0051
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.7607;0.9925;0.8601;0.0081
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.9574;0.9873;0.9719;0.0106
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9822;0.9785;0.9803;0.0168
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9841;0.9697;0.9768;0.0225
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9854;0.9603;0.9727;0.0290
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9863;0.9501;0.9678;0.0355
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9872;0.9378;0.9619;0.0464
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9877;0.9280;0.9569;0.0485
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9883;0.9185;0.9521;0.0536
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9888;0.9087;0.9470;0.0604
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9890;0.8987;0.9416;0.0710
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9911;0.7961;0.8829;0.1265
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9923;0.7005;0.8212;0.1879
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9930;0.6013;0.7490;0.2472
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9938;0.4997;0.6650;0.3020
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9944;0.3979;0.5683;0.3688
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9951;0.3007;0.4618;0.4175
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9949;0.2027;0.3367;0.4566
Agriculture_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9946;0.1024;0.1855;0.4939
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5608;0.9992;0.7157;0.0046
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5567;0.9994;0.7131;0.0043
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5574;0.9994;0.7136;0.0042
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.8345;0.9933;0.9055;0.0073
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.9606;0.9878;0.9735;0.0099
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.9827;0.9777;0.9802;0.0162
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.9850;0.9678;0.9763;0.0225
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,04_scale;0.9860;0.9580;0.9718;0.0293
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,05_scale;0.9868;0.9472;0.9665;0.0354
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,06_scale;0.9874;0.9365;0.9613;0.0476
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,07_scale;0.9881;0.9239;0.9549;0.0495
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,08_scale;0.9887;0.9138;0.9498;0.0533
Agriculture_VAE_2000_6000_7_OCSVM_RBF_0,09_scale;0.9889;0.9037;0.9444;0.0593
