Parameters;Precisao;Revocacao;F1-Score;Tempo
Defence_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5700;0.9977;0.7242;0.0044
Defence_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5699;0.9977;0.7241;0.0046
Defence_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5701;0.9977;0.7243;0.0042
Defence_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.6632;0.9925;0.7918;0.0073
Defence_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.7245;0.9881;0.8330;0.0104
Defence_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.7911;0.9795;0.8715;0.0164
Defence_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.8378;0.9686;0.8945;0.0220
Defence_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.8669;0.9551;0.9049;0.0284
Defence_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.8820;0.9447;0.9081;0.0348
Defence_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.8939;0.9331;0.9090;0.0433
Defence_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9037;0.9209;0.9081;0.0472
Defence_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9102;0.9114;0.9067;0.0530
Defence_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9157;0.9016;0.9044;0.0595
Defence_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9195;0.8910;0.9008;0.0685
Defence_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9430;0.7940;0.8585;0.1278
Defence_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9536;0.6946;0.8003;0.1876
Defence_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9605;0.5903;0.7280;0.2467
Defence_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9656;0.4962;0.6524;0.3010
Defence_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9695;0.3992;0.5631;0.3664
Defence_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9726;0.2948;0.4507;0.4175
Defence_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9767;0.1971;0.3269;0.4568
Defence_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9785;0.0987;0.1790;0.4961
Defence_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.6270;0.9979;0.7690;0.0048
Defence_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.6279;0.9980;0.7696;0.0045
Defence_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.6279;0.9980;0.7696;0.0048
Defence_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.7528;0.9926;0.8542;0.0073
Defence_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.8205;0.9860;0.8944;0.0099
Defence_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.8705;0.9727;0.9181;0.0171
Defence_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.8999;0.9606;0.9291;0.0223
Defence_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9206;0.9475;0.9338;0.0286
Defence_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9320;0.9330;0.9324;0.0343
Defence_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9406;0.9198;0.9300;0.0436
Defence_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9465;0.9071;0.9264;0.0486
Defence_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9527;0.8962;0.9236;0.0541
Defence_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9563;0.8869;0.9203;0.0599
Defence_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9603;0.8745;0.9154;0.0698
Defence_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9754;0.7796;0.8666;0.1259
Defence_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9823;0.6772;0.8017;0.1898
Defence_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9858;0.5736;0.7251;0.2427
Defence_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9880;0.4731;0.6397;0.2980
Defence_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9886;0.3738;0.5424;0.3613
Defence_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9901;0.2769;0.4327;0.4202
Defence_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9896;0.1832;0.3091;0.4541
Defence_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9924;0.0888;0.1629;0.4910
Defence_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5309;0.9870;0.6902;0.0050
Defence_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5310;0.9962;0.6926;0.0048
Defence_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5309;0.9963;0.6926;0.0045
Defence_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.5971;0.9935;0.7455;0.0073
Defence_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.6879;0.9891;0.8108;0.0104
Defence_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.7587;0.9820;0.8554;0.0170
Defence_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.8398;0.9707;0.9002;0.0226
Defence_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.8939;0.9574;0.9243;0.0288
Defence_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9180;0.9465;0.9319;0.0354
Defence_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9324;0.9349;0.9336;0.0427
Defence_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9409;0.9250;0.9329;0.0472
Defence_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9471;0.9150;0.9307;0.0527
Defence_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9517;0.9052;0.9279;0.0599
Defence_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9562;0.8942;0.9241;0.0700
Defence_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9763;0.7999;0.8793;0.1263
Defence_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9841;0.6996;0.8178;0.1895
Defence_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9879;0.6017;0.7478;0.2498
Defence_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9903;0.5046;0.6685;0.3025
Defence_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9916;0.4085;0.5786;0.3718
Defence_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9919;0.3066;0.4682;0.4204
Defence_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9925;0.2065;0.3416;0.4603
Defence_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9944;0.1011;0.1833;0.4959
Defence_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5365;0.9912;0.6960;0.0050
Defence_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5384;0.9978;0.6993;0.0046
Defence_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5382;0.9977;0.6991;0.0045
Defence_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.6129;0.9933;0.7576;0.0072
Defence_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.6970;0.9895;0.8172;0.0105
Defence_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.7661;0.9806;0.8592;0.0164
Defence_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.8348;0.9698;0.8965;0.0225
Defence_VAE_2000_6000_7_OCSVM_RBF_0,04_scale;0.8760;0.9572;0.9143;0.0294
Defence_VAE_2000_6000_7_OCSVM_RBF_0,05_scale;0.9013;0.9447;0.9221;0.0347
Defence_VAE_2000_6000_7_OCSVM_RBF_0,06_scale;0.9157;0.9334;0.9242;0.0451
Defence_VAE_2000_6000_7_OCSVM_RBF_0,07_scale;0.9269;0.9232;0.9248;0.0484
Defence_VAE_2000_6000_7_OCSVM_RBF_0,08_scale;0.9341;0.9128;0.9231;0.0537
Defence_VAE_2000_6000_7_OCSVM_RBF_0,09_scale;0.9415;0.9028;0.9217;0.0597
Defence_VAE_2000_6000_7_OCSVM_RBF_0,1_scale;0.9474;0.8925;0.9191;0.0691
Defence_VAE_2000_6000_7_OCSVM_RBF_0,2_scale;0.9722;0.7941;0.8741;0.1294
Defence_VAE_2000_6000_7_OCSVM_RBF_0,3_scale;0.9813;0.6925;0.8119;0.1894
Defence_VAE_2000_6000_7_OCSVM_RBF_0,4_scale;0.9853;0.5936;0.7408;0.2466
Defence_VAE_2000_6000_7_OCSVM_RBF_0,5_scale;0.9882;0.4952;0.6597;0.2967
Defence_VAE_2000_6000_7_OCSVM_RBF_0,6_scale;0.9902;0.3961;0.5657;0.3677
