Parameters;Precisao;Revocacao;F1-Score;Tempo
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9756;0.9407;0.9579;0.6665
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9751;0.9445;0.9596;0.8478
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9750;0.9445;0.9595;0.8665
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9751;0.9447;0.9597;0.8963
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9751;0.9447;0.9597;0.9137
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9773;0.9435;0.9601;0.9999
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9816;0.9407;0.9607;1.0657
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9868;0.9357;0.9606;1.1772
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9902;0.9275;0.9578;1.3431
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9912;0.9180;0.9532;1.4483
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9922;0.9107;0.9497;1.6800
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9932;0.9038;0.9464;1.8346
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9941;0.8958;0.9424;2.0136
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9947;0.8885;0.9386;2.1298
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9966;0.8003;0.8877;3.8402
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9971;0.7013;0.8234;5.5664
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9975;0.6198;0.7645;6.9976
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9981;0.5278;0.6904;8.6341
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9984;0.4585;0.6284;10.1098
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9985;0.3720;0.5421;11.5057
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9985;0.2762;0.4328;13.0102
Teachers_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9992;0.1842;0.3111;14.4201
