Parameters;Precisao;Revocacao;F1-Score;Tempo
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5790;0.9966;0.7311;0.0048
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5778;0.9975;0.7305;0.0048
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5778;0.9977;0.7306;0.0049
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.6225;0.9952;0.7650;0.0072
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9060;0.9908;0.9439;0.0106
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9533;0.9798;0.9652;0.0162
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9632;0.9675;0.9645;0.0228
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9689;0.9569;0.9623;0.0296
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9721;0.9432;0.9569;0.0353
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9752;0.9309;0.9521;0.0445
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9773;0.9190;0.9468;0.0513
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9785;0.9079;0.9414;0.0539
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9796;0.8974;0.9363;0.0591
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9810;0.8863;0.9309;0.0692
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9872;0.7876;0.8759;0.1290
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9903;0.6898;0.8130;0.1888
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9923;0.5870;0.7374;0.2466
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9928;0.4866;0.6528;0.3037
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9935;0.3899;0.5598;0.3735
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9934;0.2903;0.4490;0.4166
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9946;0.1954;0.3264;0.4599
Theatre_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9959;0.0967;0.1761;0.4937
Theatre_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5940;0.9963;0.7387;0.0050
Theatre_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5951;0.9972;0.7397;0.0050
Theatre_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5947;0.9972;0.7394;0.0048
Theatre_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.6560;0.9947;0.7859;0.0073
Theatre_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9140;0.9890;0.9450;0.0099
