Parameters;Precisao;Revocacao;F1-Score;Tempo
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9884;0.9175;0.9516;0.6068
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9877;0.9247;0.9552;0.7480
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9877;0.9255;0.9556;0.7894
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9877;0.9253;0.9555;0.8453
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9877;0.9253;0.9555;0.8620
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9904;0.9230;0.9555;0.8968
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9917;0.9167;0.9527;0.9781
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9928;0.9103;0.9497;1.0827
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9935;0.8988;0.9437;1.3054
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9950;0.8808;0.9344;1.4658
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9954;0.8718;0.9295;1.6561
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9957;0.8595;0.9226;1.8185
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9961;0.8500;0.9173;1.9395
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9965;0.8397;0.9115;2.1320
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9985;0.7230;0.8387;3.8270
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9989;0.6088;0.7565;5.4341
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9992;0.5070;0.6727;7.1370
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9995;0.4170;0.5885;8.6687
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9995;0.3275;0.4933;10.1077
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9996;0.2395;0.3864;11.5365
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9997;0.1530;0.2654;12.9296
Inflation_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9997;0.0870;0.1601;14.3246
