Parameters;Precisao;Revocacao;F1-Score;Tempo
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9789;0.9410;0.9596;0.5171
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9787;0.9425;0.9603;0.6459
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9786;0.9423;0.9601;0.6550
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9786;0.9423;0.9601;0.6852
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9786;0.9423;0.9601;0.7003
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9792;0.9395;0.9590;0.7643
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9806;0.9313;0.9553;0.8807
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9818;0.9220;0.9510;1.0491
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9835;0.9127;0.9468;1.2398
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9849;0.9000;0.9406;1.3914
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9859;0.8900;0.9355;1.5638
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9867;0.8795;0.9300;1.6804
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9873;0.8682;0.9239;1.8457
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9876;0.8578;0.9181;2.0795
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9914;0.7708;0.8673;3.7458
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9928;0.6725;0.8018;5.3782
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9939;0.5627;0.7186;6.9642
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9945;0.4660;0.6346;8.5086
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9946;0.3795;0.5494;10.0754
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9956;0.2910;0.4504;11.4955
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9960;0.2003;0.3334;12.9146
Homicide_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9974;0.1047;0.1896;14.4543
