Parameters;Precisao;Revocacao;F1-Score;Tempo
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5903;0.9981;0.7395;0.0046
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5915;0.9981;0.7403;0.0042
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5908;0.9981;0.7399;0.0043
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.8616;0.9916;0.9219;0.0066
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9106;0.9847;0.9460;0.0105
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9566;0.9671;0.9617;0.0163
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9679;0.9512;0.9594;0.0227
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9736;0.9356;0.9542;0.0293
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9769;0.9189;0.9469;0.0351
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9790;0.9042;0.9400;0.0450
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9801;0.8922;0.9339;0.0488
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9813;0.8778;0.9265;0.0529
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9824;0.8628;0.9186;0.0584
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9835;0.8496;0.9115;0.0710
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9876;0.7223;0.8340;0.1268
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9896;0.6089;0.7536;0.1885
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9904;0.5082;0.6713;0.2494
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9908;0.4138;0.5834;0.3028
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9904;0.3190;0.4820;0.3638
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9900;0.2317;0.3749;0.4116
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9898;0.1507;0.2611;0.4486
Parliament_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9884;0.0714;0.1328;0.4894
Parliament_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5752;0.9983;0.7294;0.0044
Parliament_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5750;0.9984;0.7293;0.0043
Parliament_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5747;0.9984;0.7290;0.0040
Parliament_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.8586;0.9918;0.9201;0.0066
Parliament_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9187;0.9855;0.9509;0.0111
Parliament_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9617;0.9664;0.9640;0.0165
Parliament_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9694;0.9521;0.9607;0.0230
Parliament_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9737;0.9358;0.9544;0.0282
