Parameters;Precisao;Revocacao;F1-Score;Tempo
People_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.7090;0.8830;0.7865;0.9190
People_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.6977;0.8992;0.7858;1.3303
People_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.6981;0.8998;0.7862;1.4046
People_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.6976;0.8995;0.7858;1.4526
People_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.6977;0.8995;0.7858;1.4860
People_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.6976;0.8995;0.7858;1.5061
People_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.6984;0.8990;0.7861;1.5366
People_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.6995;0.8978;0.7863;1.5987
People_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.7014;0.8915;0.7851;1.6876
People_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.7053;0.8850;0.7850;1.8097
People_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.7083;0.8740;0.7825;1.9463
People_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.7122;0.8650;0.7812;2.0759
People_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.7163;0.8552;0.7796;2.2548
People_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.7204;0.8475;0.7788;2.4175
People_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.7548;0.7612;0.7580;3.9760
People_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.7876;0.6570;0.7164;5.6285
People_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.8105;0.5583;0.6611;7.2756
People_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.8346;0.4607;0.5937;8.7083
People_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.8572;0.3738;0.5205;10.2317
People_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.8815;0.2955;0.4426;11.6649
People_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9077;0.2077;0.3381;13.0126
People_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9318;0.1027;0.1851;14.3614
