Parameters;Precisao;Revocacao;F1-Score;Tempo
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5346;0.9989;0.6963;0.0043
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5342;0.9990;0.6960;0.0042
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5343;0.9990;0.6961;0.0044
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.6598;0.9947;0.7929;0.0071
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.7684;0.9889;0.8646;0.0100
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.8300;0.9787;0.8981;0.0167
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.8618;0.9694;0.9123;0.0235
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.8847;0.9577;0.9197;0.0284
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9015;0.9467;0.9235;0.0342
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9125;0.9355;0.9238;0.0445
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9202;0.9248;0.9225;0.0482
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9267;0.9149;0.9207;0.0546
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9323;0.9032;0.9175;0.0605
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9361;0.8916;0.9133;0.0703
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9563;0.7851;0.8623;0.1274
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9638;0.6847;0.8006;0.1863
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9684;0.5854;0.7296;0.2476
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9712;0.4878;0.6493;0.3017
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9723;0.3904;0.5571;0.3690
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9734;0.2951;0.4528;0.4137
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9746;0.2030;0.3357;0.4538
Disaster_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9771;0.1025;0.1854;0.4889
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.5334;0.9990;0.6954;0.0042
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.5333;0.9989;0.6953;0.0041
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.5333;0.9990;0.6953;0.0043
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.6576;0.9941;0.7904;0.0070
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.7347;0.9884;0.8420;0.0109
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.8203;0.9782;0.8923;0.0168
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.8549;0.9683;0.9080;0.0228
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.8758;0.9560;0.9141;0.0293
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.8936;0.9431;0.9176;0.0347
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9066;0.9326;0.9194;0.0455
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9145;0.9200;0.9172;0.0480
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9214;0.9082;0.9147;0.0528
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9278;0.8974;0.9124;0.0605
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9319;0.8861;0.9084;0.0706
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9530;0.7857;0.8613;0.1277
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9624;0.6890;0.8031;0.1886
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9671;0.5915;0.7340;0.2465
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9695;0.4937;0.6542;0.2979
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9711;0.4008;0.5674;0.3702
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9727;0.3018;0.4605;0.4368
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9735;0.2020;0.3342;0.4934
Disaster_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9745;0.1020;0.1844;0.5230
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5249;0.9979;0.6872;0.0046
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5161;0.9985;0.6804;0.0050
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5162;0.9985;0.6805;0.0043
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.6081;0.9950;0.7547;0.0074
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.6652;0.9910;0.7958;0.0104
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.7863;0.9817;0.8731;0.0185
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.8348;0.9709;0.8976;0.0248
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.8622;0.9587;0.9078;0.0310
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.8826;0.9453;0.9128;0.0356
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.8959;0.9319;0.9135;0.0434
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9078;0.9179;0.9128;0.0487
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9159;0.9076;0.9117;0.0558
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9232;0.8965;0.9096;0.0596
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9295;0.8859;0.9072;0.0708
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9547;0.7872;0.8629;0.1267
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9649;0.6857;0.8017;0.1895
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9693;0.5889;0.7327;0.2468
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9712;0.4907;0.6519;0.3183
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9735;0.3868;0.5536;0.3920
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9744;0.2897;0.4465;0.4470
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9763;0.1927;0.3217;0.4934
Disaster_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9749;0.0940;0.1714;0.5278
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5156;0.9986;0.6801;0.0044
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5155;0.9989;0.6801;0.0045
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5155;0.9989;0.6801;0.0044
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.6144;0.9946;0.7595;0.0072
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.7009;0.9904;0.8207;0.0106
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.8079;0.9801;0.8857;0.0174
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.8492;0.9697;0.9054;0.0236
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,04_scale;0.8757;0.9570;0.9145;0.0282
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,05_scale;0.8903;0.9451;0.9168;0.0350
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,06_scale;0.9058;0.9315;0.9184;0.0481
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,07_scale;0.9145;0.9192;0.9168;0.0483
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,08_scale;0.9225;0.9077;0.9150;0.0542
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,09_scale;0.9285;0.8974;0.9126;0.0586
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,1_scale;0.9328;0.8860;0.9088;0.0706
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,2_scale;0.9579;0.7860;0.8635;0.1288
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,3_scale;0.9657;0.6894;0.8045;0.1878
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,4_scale;0.9709;0.5883;0.7327;0.2444
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,5_scale;0.9730;0.4961;0.6571;0.3029
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,6_scale;0.9753;0.4005;0.5677;0.3699
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,7_scale;0.9757;0.2970;0.4552;0.4172
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,8_scale;0.9753;0.1975;0.3284;0.4621
Disaster_VAE_2000_6000_7_OCSVM_RBF_0,9_scale;0.9738;0.0961;0.1749;0.4963
Disaster_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5191;0.9982;0.6829;0.0047
Disaster_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5191;0.9985;0.6830;0.0045
Disaster_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5191;0.9986;0.6830;0.0046
Disaster_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.6229;0.9943;0.7657;0.0074
Disaster_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.7249;0.9883;0.8358;0.0101
Disaster_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.8078;0.9775;0.8843;0.0161
Disaster_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.8557;0.9668;0.9078;0.0228
