Parameters;Precisao;Revocacao;F1-Score;Tempo
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9753;0.9160;0.9448;0.7435
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9745;0.9217;0.9474;0.9633
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9745;0.9220;0.9475;0.9815
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9745;0.9217;0.9474;1.0320
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9745;0.9217;0.9474;1.0500
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9745;0.9217;0.9474;1.0977
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9752;0.9195;0.9465;1.1709
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9767;0.9127;0.9436;1.2431
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9781;0.9085;0.9420;1.3627
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9807;0.9018;0.9396;1.4614
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9834;0.8955;0.9374;1.6045
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9865;0.8850;0.9330;1.8059
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9884;0.8732;0.9273;1.9458
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9897;0.8655;0.9235;2.1834
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9939;0.7702;0.8679;3.8319
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9949;0.6923;0.8165;5.4946
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9961;0.6022;0.7507;7.1101
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9969;0.5260;0.6887;8.6053
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9976;0.4315;0.6024;10.1311
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9985;0.3420;0.5095;11.5989
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9984;0.2397;0.3867;12.9925
Animal_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9987;0.1323;0.2336;14.2791
