Parameters;Precisao;Revocacao;F1-Score;Tempo
Society_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5200;0.9991;0.6839;0.0040
Society_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5196;0.9991;0.6835;0.0041
Society_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5188;0.9991;0.6829;0.0043
Society_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.6216;0.9925;0.7641;0.0071
Society_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.6814;0.9852;0.8054;0.0104
Society_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.7498;0.9716;0.8462;0.0165
Society_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.7809;0.9611;0.8615;0.0223
Society_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.8034;0.9508;0.8707;0.0282
Society_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.8189;0.9394;0.8748;0.0359
Society_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.8328;0.9299;0.8786;0.0444
Society_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.8447;0.9192;0.8802;0.0480
Society_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.8524;0.9071;0.8788;0.0534
Society_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.8620;0.8938;0.8775;0.0591
Society_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.8684;0.8825;0.8753;0.0691
Society_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9073;0.7780;0.8377;0.1301
Society_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9292;0.6709;0.7792;0.1926
Society_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9427;0.5684;0.7091;0.2458
Society_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9495;0.4689;0.6277;0.3010
Society_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9555;0.3782;0.5417;0.3672
Society_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9598;0.2855;0.4399;0.4153
Society_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9626;0.1872;0.3133;0.4592
Society_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9651;0.0952;0.1732;0.4971
Society_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5151;0.9976;0.6794;0.0044
Society_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5151;0.9992;0.6798;0.0041
Society_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5151;0.9992;0.6798;0.0044
Society_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.6438;0.9910;0.7803;0.0070
Society_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.6945;0.9845;0.8143;0.0102
Society_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.7620;0.9712;0.8539;0.0167
Society_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.7963;0.9582;0.8697;0.0219
Society_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.8172;0.9471;0.8774;0.0280
