Parameters;Precisao;Revocacao;F1-Score;Tempo
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9256;0.9203;0.9229;0.7880
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9212;0.9287;0.9250;1.0832
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9207;0.9287;0.9247;1.1060
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9207;0.9287;0.9247;1.1343
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9207;0.9287;0.9247;1.1505
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9207;0.9287;0.9247;1.1842
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9227;0.9245;0.9236;1.2586
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9259;0.9187;0.9223;1.3636
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9307;0.9080;0.9192;1.4840
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9356;0.9000;0.9175;1.6195
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9401;0.8932;0.9161;1.7897
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9442;0.8870;0.9147;1.9255
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9481;0.8805;0.9131;2.0529
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9515;0.8732;0.9107;2.2328
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9720;0.7827;0.8671;3.8954
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9850;0.6713;0.7984;5.5598
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9920;0.5785;0.7308;7.0254
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9950;0.4745;0.6426;8.6226
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9967;0.3892;0.5599;10.1244
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9979;0.2890;0.4482;11.6120
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9986;0.1817;0.3075;13.0956
Bar_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9992;0.0943;0.1723;14.5527
