Parameters;Precisao;Revocacao;F1-Score;Tempo
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.8605;0.9737;0.9095;0.0047
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.8623;0.9911;0.9196;0.0049
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.8620;0.9906;0.9192;0.0046
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9055;0.9828;0.9401;0.0075
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9669;0.9722;0.9694;0.0104
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9900;0.9356;0.9620;0.0167
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9941;0.9112;0.9508;0.0228
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9960;0.8891;0.9395;0.0285
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9969;0.8682;0.9280;0.0348
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9974;0.8495;0.9174;0.0438
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9979;0.8309;0.9066;0.0500
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9982;0.8151;0.8972;0.0533
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9983;0.7983;0.8870;0.0589
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9984;0.7829;0.8774;0.0684
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9988;0.6412;0.7807;0.1272
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9989;0.5319;0.6939;0.1878
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9990;0.4402;0.6110;0.2432
Boxing_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9989;0.3506;0.5189;0.3019
