Parameters;Precisao;Revocacao;F1-Score;Tempo
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9964;0.9375;0.9660;0.6190
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9961;0.9405;0.9675;0.7820
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9960;0.9405;0.9675;0.8052
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9961;0.9407;0.9676;0.8594
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9961;0.9410;0.9678;0.8721
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9972;0.9397;0.9676;0.9024
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9974;0.9370;0.9663;0.9688
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9977;0.9293;0.9623;1.0916
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9979;0.9185;0.9566;1.2431
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9980;0.9050;0.9493;1.4541
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9982;0.8962;0.9445;1.6288
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9982;0.8870;0.9393;1.8107
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9983;0.8778;0.9341;1.9484
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9983;0.8710;0.9303;2.1135
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9984;0.7662;0.8671;3.8200
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9984;0.6680;0.8004;5.3982
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9986;0.5607;0.7182;7.0887
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9986;0.4610;0.6308;8.6555
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9986;0.3643;0.5338;10.5505
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9983;0.2792;0.4364;11.6316
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9982;0.1847;0.3118;13.0959
Halloween_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9981;0.0940;0.1718;14.4236
