Parameters;Precisao;Revocacao;F1-Score;Tempo
Arson_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5852;0.9965;0.7368;0.0060
Arson_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5857;0.9979;0.7376;0.0050
Arson_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5857;0.9979;0.7376;0.0051
Arson_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.6928;0.9929;0.8156;0.0082
Arson_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.7711;0.9844;0.8646;0.0113
Arson_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.8143;0.9751;0.8874;0.0178
Arson_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.8442;0.9645;0.9003;0.0234
Arson_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.8657;0.9533;0.9073;0.0294
Arson_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.8819;0.9433;0.9115;0.0364
Arson_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.8945;0.9328;0.9132;0.0448
Arson_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9045;0.9227;0.9135;0.0489
Arson_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9139;0.9116;0.9127;0.0532
Arson_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9189;0.9015;0.9101;0.0597
Arson_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9248;0.8903;0.9072;0.0721
Arson_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9601;0.7926;0.8683;0.1266
Arson_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9759;0.6931;0.8105;0.1887
Arson_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9830;0.5988;0.7442;0.2485
Arson_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9868;0.5077;0.6704;0.3011
Arson_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9890;0.4118;0.5814;0.3691
Arson_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9909;0.3105;0.4727;0.4231
Arson_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9912;0.2089;0.3451;0.4562
Arson_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9930;0.1077;0.1942;0.4984
Arson_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.5944;0.9980;0.7446;0.0045
Arson_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.5948;0.9982;0.7449;0.0047
Arson_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.5949;0.9982;0.7450;0.0045
Arson_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.7147;0.9918;0.8302;0.0071
Arson_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.7636;0.9854;0.8602;0.0108
Arson_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.8139;0.9748;0.8870;0.0172
Arson_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.8381;0.9647;0.8968;0.0223
Arson_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.8588;0.9535;0.9036;0.0301
Arson_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.8741;0.9430;0.9071;0.0362
Arson_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.8886;0.9315;0.9094;0.0431
Arson_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.8988;0.9214;0.9098;0.0485
Arson_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9075;0.9101;0.9087;0.0545
Arson_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9149;0.8997;0.9072;0.0598
Arson_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9213;0.8905;0.9056;0.0693
Arson_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9560;0.7922;0.8664;0.1287
Arson_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9719;0.6939;0.8096;0.1889
Arson_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9799;0.6014;0.7454;0.2453
Arson_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9848;0.5048;0.6674;0.3031
Arson_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9890;0.4091;0.5787;0.3672
Arson_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9906;0.3121;0.4746;0.4118
Arson_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9924;0.2088;0.3448;0.4547
Arson_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9923;0.1036;0.1876;0.4921
Arson_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5335;0.9963;0.6948;0.0051
Arson_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5328;0.9965;0.6943;0.0047
Arson_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5326;0.9967;0.6941;0.0046
Arson_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.6769;0.9921;0.8047;0.0081
Arson_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.7281;0.9870;0.8380;0.0101
Arson_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.8110;0.9744;0.8851;0.0162
Arson_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.8384;0.9650;0.8972;0.0223
Arson_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.8572;0.9561;0.9039;0.0287
Arson_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.8702;0.9465;0.9067;0.0352
Arson_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.8820;0.9361;0.9082;0.0442
Arson_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.8926;0.9256;0.9087;0.0485
Arson_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9026;0.9150;0.9087;0.0540
Arson_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9104;0.9048;0.9075;0.0591
Arson_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9163;0.8938;0.9049;0.0714
Arson_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9482;0.7901;0.8620;0.1285
Arson_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9638;0.6964;0.8085;0.1887
Arson_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9728;0.6018;0.7435;0.2460
Arson_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9787;0.5014;0.6630;0.2984
Arson_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9828;0.4010;0.5695;0.3718
Arson_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9855;0.3051;0.4659;0.4143
Arson_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9873;0.1999;0.3322;0.4639
Arson_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9895;0.0988;0.1795;0.5061
Arson_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5506;0.9962;0.7090;0.0049
Arson_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5489;0.9970;0.7078;0.0051
Arson_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5488;0.9971;0.7078;0.0047
Arson_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.6817;0.9926;0.8081;0.0072
Arson_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.7465;0.9858;0.8494;0.0105
Arson_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.8093;0.9749;0.8842;0.0164
Arson_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.8374;0.9657;0.8969;0.0228
Arson_VAE_2000_6000_7_OCSVM_RBF_0,04_scale;0.8542;0.9566;0.9025;0.0292
Arson_VAE_2000_6000_7_OCSVM_RBF_0,05_scale;0.8736;0.9454;0.9080;0.0360
Arson_VAE_2000_6000_7_OCSVM_RBF_0,06_scale;0.8864;0.9351;0.9101;0.0486
Arson_VAE_2000_6000_7_OCSVM_RBF_0,07_scale;0.8991;0.9237;0.9112;0.0488
Arson_VAE_2000_6000_7_OCSVM_RBF_0,08_scale;0.9066;0.9130;0.9098;0.0537
Arson_VAE_2000_6000_7_OCSVM_RBF_0,09_scale;0.9129;0.9031;0.9080;0.0593
Arson_VAE_2000_6000_7_OCSVM_RBF_0,1_scale;0.9193;0.8921;0.9054;0.0721
Arson_VAE_2000_6000_7_OCSVM_RBF_0,2_scale;0.9546;0.7907;0.8650;0.1291
Arson_VAE_2000_6000_7_OCSVM_RBF_0,3_scale;0.9703;0.6963;0.8108;0.1951
Arson_VAE_2000_6000_7_OCSVM_RBF_0,4_scale;0.9787;0.5994;0.7434;0.2486
