Parameters;Precisao;Revocacao;F1-Score;Tempo
Government_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.7111;0.9947;0.8261;0.0053
Government_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.7107;0.9961;0.8263;0.0051
Government_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.7106;0.9962;0.8263;0.0053
Government_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7647;0.9924;0.8608;0.0079
Government_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8088;0.9865;0.8865;0.0105
Government_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.8410;0.9774;0.9021;0.0175
Government_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.8609;0.9667;0.9091;0.0240
Government_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.8796;0.9575;0.9158;0.0292
Government_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.8933;0.9486;0.9193;0.0347
Government_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9046;0.9378;0.9202;0.0438
Government_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9174;0.9289;0.9227;0.0487
Government_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9246;0.9194;0.9217;0.0537
Government_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9328;0.9107;0.9215;0.0600
Government_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9384;0.9022;0.9199;0.0712
Government_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9639;0.8053;0.8775;0.1282
Government_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9736;0.7063;0.8187;0.1925
Government_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9794;0.6075;0.7499;0.2459
Government_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9825;0.5081;0.6697;0.2960
Government_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9842;0.4064;0.5752;0.3661
Government_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9864;0.2988;0.4585;0.4143
Government_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9874;0.2005;0.3333;0.4516
Government_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9889;0.1037;0.1877;0.4863
Government_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.7707;0.9974;0.8682;0.0051
