Parameters;Precisao;Revocacao;F1-Score;Tempo
Software_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.6238;0.9786;0.7571;0.0055
Software_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.6285;0.9956;0.7674;0.0052
Software_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.6285;0.9948;0.7670;0.0051
Software_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.9304;0.9910;0.9583;0.0072
Software_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9801;0.9833;0.9816;0.0105
Software_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9881;0.9726;0.9803;0.0166
Software_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9906;0.9605;0.9753;0.0237
Software_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9919;0.9497;0.9704;0.0292
Software_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9932;0.9385;0.9651;0.0339
Software_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9940;0.9270;0.9593;0.0447
Software_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9944;0.9150;0.9530;0.0477
Software_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9947;0.9023;0.9463;0.0525
Software_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9951;0.8923;0.9409;0.0604
Software_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9954;0.8825;0.9355;0.0688
Software_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9968;0.7745;0.8716;0.1271
Software_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9977;0.6713;0.8026;0.1878
Software_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9981;0.5731;0.7281;0.2484
Software_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9982;0.4763;0.6448;0.3033
Software_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9983;0.3754;0.5455;0.3682
Software_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9984;0.2805;0.4378;0.4130
Software_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9984;0.1881;0.3165;0.4584
Software_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9984;0.0975;0.1777;0.4947
Software_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6505;0.9957;0.7812;0.0055
Software_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6496;0.9960;0.7807;0.0048
Software_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6497;0.9960;0.7808;0.0053
Software_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9623;0.9905;0.9761;0.0075
Software_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9864;0.9813;0.9838;0.0102
Software_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9907;0.9713;0.9809;0.0170
Software_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9928;0.9602;0.9762;0.0232
Software_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9937;0.9495;0.9711;0.0294
Software_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9941;0.9376;0.9651;0.0357
Software_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9948;0.9263;0.9593;0.0466
Software_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9952;0.9146;0.9532;0.0480
Software_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9955;0.9037;0.9474;0.0551
Software_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9957;0.8924;0.9412;0.0590
Software_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9960;0.8822;0.9357;0.0721
Software_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9972;0.7743;0.8717;0.1297
Software_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9978;0.6711;0.8024;0.1880
Software_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9980;0.5798;0.7334;0.2485
Software_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9982;0.4855;0.6532;0.3058
Software_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9983;0.3882;0.5590;0.3653
Software_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9983;0.2934;0.4534;0.4101
Software_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9990;0.1991;0.3319;0.4565
Software_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9983;0.1011;0.1836;0.4940
Software_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.6838;0.9982;0.8084;0.0045
Software_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.6841;0.9984;0.8087;0.0041
Software_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.6843;0.9984;0.8088;0.0042
Software_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9694;0.9901;0.9795;0.0075
Software_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9880;0.9811;0.9845;0.0110
Software_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9920;0.9680;0.9798;0.0171
Software_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9932;0.9568;0.9747;0.0233
Software_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9941;0.9442;0.9685;0.0284
Software_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9945;0.9323;0.9624;0.0342
Software_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9950;0.9188;0.9554;0.0470
Software_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9952;0.9080;0.9496;0.0487
Software_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9954;0.8946;0.9423;0.0527
Software_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9957;0.8831;0.9360;0.0585
Software_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9960;0.8708;0.9292;0.0721
Software_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9972;0.7716;0.8700;0.1268
Software_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9977;0.6742;0.8046;0.1928
Software_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9977;0.5725;0.7275;0.2482
Software_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9981;0.4772;0.6456;0.3046
Software_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9980;0.3808;0.5513;0.3649
Software_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9980;0.2853;0.4436;0.4233
Software_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9984;0.1950;0.3262;0.4566
Software_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9995;0.0967;0.1764;0.4964
Software_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5466;0.9974;0.7059;0.0049
Software_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5462;0.9982;0.7059;0.0046
Software_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5456;0.9982;0.7054;0.0047
Software_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.9191;0.9930;0.9525;0.0074
Software_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.9707;0.9850;0.9776;0.0100
