Parameters;Precisao;Revocacao;F1-Score;Tempo
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9641;0.8772;0.9186;0.7508
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9625;0.8885;0.9240;1.0474
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9626;0.8888;0.9242;1.0984
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9627;0.8902;0.9250;1.1803
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9626;0.8888;0.9242;1.1776
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9626;0.8890;0.9243;1.2203
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9635;0.8852;0.9227;1.2889
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9646;0.8802;0.9205;1.3785
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9655;0.8735;0.9172;1.4891
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9665;0.8652;0.9131;1.6207
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9675;0.8550;0.9078;1.7743
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9688;0.8450;0.9027;1.9140
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9702;0.8330;0.8964;2.0848
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9724;0.8230;0.8915;2.2598
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9825;0.7298;0.8374;3.8140
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9867;0.6280;0.7675;5.4771
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9894;0.5550;0.7111;7.1076
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9909;0.4873;0.6533;8.6599
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9925;0.3955;0.5656;10.1803
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9943;0.3003;0.4612;11.7700
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9952;0.1968;0.3286;13.0514
Television_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9972;0.1158;0.2074;14.4118
