Parameters;Precisao;Revocacao;F1-Score;Tempo
Imports_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6244;0.9986;0.7636;0.0048
Imports_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6232;0.9988;0.7632;0.0050
Imports_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6234;0.9988;0.7633;0.0043
Imports_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9544;0.9909;0.9719;0.0070
Imports_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9775;0.9854;0.9814;0.0105
Imports_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9874;0.9730;0.9802;0.0166
Imports_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9898;0.9562;0.9727;0.0220
Imports_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9909;0.9387;0.9641;0.0281
Imports_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9915;0.9227;0.9559;0.0338
Imports_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9917;0.9081;0.9480;0.0427
Imports_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9918;0.8939;0.9403;0.0482
Imports_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9919;0.8796;0.9324;0.0536
Imports_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9922;0.8666;0.9251;0.0582
Imports_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9925;0.8542;0.9181;0.0670
Imports_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9923;0.7492;0.8538;0.1310
Imports_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9927;0.6501;0.7856;0.1871
Imports_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9924;0.5530;0.7101;0.2452
Imports_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9922;0.4633;0.6315;0.3051
Imports_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9924;0.3700;0.5389;0.3663
Imports_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9924;0.2768;0.4326;0.4126
Imports_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9924;0.1841;0.3103;0.4589
Imports_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9927;0.0912;0.1670;0.4925
Imports_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.6863;0.9984;0.8096;0.0047
Imports_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.6865;0.9985;0.8098;0.0042
Imports_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.6869;0.9985;0.8101;0.0041
Imports_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9688;0.9895;0.9788;0.0070
Imports_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9825;0.9835;0.9830;0.0102
Imports_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9885;0.9688;0.9785;0.0167
Imports_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9901;0.9531;0.9713;0.0220
Imports_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9913;0.9373;0.9635;0.0291
Imports_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9918;0.9217;0.9555;0.0356
Imports_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9920;0.9096;0.9490;0.0439
Imports_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9921;0.8965;0.9419;0.0488
Imports_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9922;0.8840;0.9349;0.0533
Imports_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9922;0.8723;0.9284;0.0581
Imports_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9923;0.8609;0.9219;0.0703
Imports_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9924;0.7533;0.8565;0.1280
Imports_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9925;0.6533;0.7879;0.1908
Imports_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9925;0.5585;0.7147;0.2467
Imports_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9921;0.4666;0.6346;0.3029
Imports_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9919;0.3753;0.5444;0.3738
Imports_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9922;0.2793;0.4357;0.4186
Imports_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9919;0.1904;0.3193;0.4613
Imports_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9932;0.0955;0.1741;0.4947
Imports_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5835;0.9908;0.7282;0.0053
Imports_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5744;0.9960;0.7225;0.0050
Imports_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5742;0.9963;0.7225;0.0048
Imports_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.8342;0.9928;0.9060;0.0075
Imports_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.9348;0.9867;0.9591;0.0104
Imports_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9797;0.9723;0.9760;0.0164
Imports_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9865;0.9557;0.9708;0.0222
Imports_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9888;0.9388;0.9632;0.0291
Imports_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9900;0.9234;0.9555;0.0347
Imports_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9908;0.9101;0.9488;0.0462
Imports_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9912;0.8978;0.9422;0.0483
Imports_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9913;0.8842;0.9347;0.0527
Imports_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9915;0.8707;0.9271;0.0579
Imports_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9915;0.8586;0.9202;0.0673
Imports_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9924;0.7488;0.8535;0.1321
Imports_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9920;0.6453;0.7819;0.1876
Imports_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9918;0.5481;0.7059;0.2455
Imports_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9915;0.4589;0.6273;0.3016
Imports_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9918;0.3693;0.5381;0.3674
Imports_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9919;0.2810;0.4377;0.4141
Imports_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9915;0.1893;0.3176;0.4592
Imports_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9914;0.0950;0.1732;0.4943
Imports_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5286;0.9976;0.6910;0.0045
Imports_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5282;0.9986;0.6909;0.0045
Imports_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5283;0.9987;0.6910;0.0048
Imports_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.8632;0.9938;0.9233;0.0070
Imports_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.9706;0.9860;0.9782;0.0098
Imports_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.9845;0.9728;0.9787;0.0164
Imports_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.9881;0.9559;0.9718;0.0232
Imports_VAE_2000_6000_7_OCSVM_RBF_0,04_scale;0.9896;0.9381;0.9632;0.0283
Imports_VAE_2000_6000_7_OCSVM_RBF_0,05_scale;0.9907;0.9223;0.9553;0.0340
Imports_VAE_2000_6000_7_OCSVM_RBF_0,06_scale;0.9912;0.9082;0.9479;0.0449
Imports_VAE_2000_6000_7_OCSVM_RBF_0,07_scale;0.9917;0.8939;0.9403;0.0483
Imports_VAE_2000_6000_7_OCSVM_RBF_0,08_scale;0.9919;0.8807;0.9330;0.0524
Imports_VAE_2000_6000_7_OCSVM_RBF_0,09_scale;0.9922;0.8677;0.9258;0.0586
Imports_VAE_2000_6000_7_OCSVM_RBF_0,1_scale;0.9924;0.8552;0.9187;0.0690
Imports_VAE_2000_6000_7_OCSVM_RBF_0,2_scale;0.9924;0.7427;0.8495;0.1272
Imports_VAE_2000_6000_7_OCSVM_RBF_0,3_scale;0.9921;0.6494;0.7849;0.1887
Imports_VAE_2000_6000_7_OCSVM_RBF_0,4_scale;0.9919;0.5572;0.7135;0.2455
Imports_VAE_2000_6000_7_OCSVM_RBF_0,5_scale;0.9918;0.4678;0.6357;0.3034
Imports_VAE_2000_6000_7_OCSVM_RBF_0,6_scale;0.9917;0.3787;0.5481;0.3711
Imports_VAE_2000_6000_7_OCSVM_RBF_0,7_scale;0.9911;0.2874;0.4454;0.4169
Imports_VAE_2000_6000_7_OCSVM_RBF_0,8_scale;0.9916;0.1935;0.3237;0.4539
Imports_VAE_2000_6000_7_OCSVM_RBF_0,9_scale;0.9931;0.0990;0.1799;0.4903
Imports_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5585;0.9976;0.7155;0.0046
Imports_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5599;0.9985;0.7168;0.0041
Imports_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5595;0.9985;0.7165;0.0043
Imports_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.9265;0.9908;0.9571;0.0072
Imports_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9730;0.9853;0.9791;0.0106
Imports_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9866;0.9708;0.9786;0.0162
Imports_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9888;0.9545;0.9714;0.0227
Imports_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9901;0.9373;0.9630;0.0285
Imports_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9911;0.9218;0.9552;0.0345
Imports_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9916;0.9082;0.9481;0.0450
Imports_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9919;0.8939;0.9403;0.0470
Imports_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9921;0.8809;0.9332;0.0527
Imports_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9923;0.8695;0.9268;0.0586
Imports_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9923;0.8578;0.9201;0.0677
Imports_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9923;0.7447;0.8509;0.1257
Imports_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9924;0.6496;0.7852;0.1876
Imports_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9925;0.5579;0.7142;0.2492
Imports_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9922;0.4652;0.6334;0.3007
Imports_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9913;0.3741;0.5431;0.3659
Imports_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9910;0.2775;0.4334;0.4165
Imports_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9911;0.1890;0.3172;0.4573
Imports_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9915;0.0964;0.1755;0.4948
Imports_VAE_2000_6000_3_OCSVM_RBF_0,0001_scale;0.5507;0.9887;0.7036;0.0053
Imports_VAE_2000_6000_3_OCSVM_RBF_0,0005_scale;0.5627;0.9943;0.7133;0.0054
Imports_VAE_2000_6000_3_OCSVM_RBF_0,001_scale;0.5576;0.9957;0.7101;0.0050
Imports_VAE_2000_6000_3_OCSVM_RBF_0,005_scale;0.7213;0.9937;0.8350;0.0076
Imports_VAE_2000_6000_3_OCSVM_RBF_0,01_scale;0.8880;0.9884;0.9343;0.0109
Imports_VAE_2000_6000_3_OCSVM_RBF_0,02_scale;0.9629;0.9725;0.9675;0.0163
Imports_VAE_2000_6000_3_OCSVM_RBF_0,03_scale;0.9771;0.9545;0.9657;0.0233
Imports_VAE_2000_6000_3_OCSVM_RBF_0,04_scale;0.9810;0.9402;0.9602;0.0289
Imports_VAE_2000_6000_3_OCSVM_RBF_0,05_scale;0.9838;0.9259;0.9540;0.0340
Imports_VAE_2000_6000_3_OCSVM_RBF_0,06_scale;0.9859;0.9127;0.9479;0.0443
Imports_VAE_2000_6000_3_OCSVM_RBF_0,07_scale;0.9869;0.8998;0.9413;0.0470
Imports_VAE_2000_6000_3_OCSVM_RBF_0,08_scale;0.9879;0.8855;0.9339;0.0528
Imports_VAE_2000_6000_3_OCSVM_RBF_0,09_scale;0.9885;0.8742;0.9277;0.0587
Imports_VAE_2000_6000_3_OCSVM_RBF_0,1_scale;0.9890;0.8623;0.9212;0.0683
Imports_VAE_2000_6000_3_OCSVM_RBF_0,2_scale;0.9906;0.7576;0.8584;0.1298
Imports_VAE_2000_6000_3_OCSVM_RBF_0,3_scale;0.9906;0.6595;0.7917;0.1986
Imports_VAE_2000_6000_3_OCSVM_RBF_0,4_scale;0.9906;0.5629;0.7177;0.2608
Imports_VAE_2000_6000_3_OCSVM_RBF_0,5_scale;0.9910;0.4681;0.6357;0.3200
Imports_VAE_2000_6000_3_OCSVM_RBF_0,6_scale;0.9907;0.3791;0.5483;0.3914
Imports_VAE_2000_6000_3_OCSVM_RBF_0,7_scale;0.9909;0.2863;0.4442;0.4461
Imports_VAE_2000_6000_3_OCSVM_RBF_0,8_scale;0.9918;0.1930;0.3231;0.4890
Imports_VAE_2000_6000_3_OCSVM_RBF_0,9_scale;0.9913;0.0971;0.1769;0.5010
Imports_VAE_2000_6000_4_OCSVM_RBF_0,0001_scale;0.5421;0.9857;0.6971;0.0051
Imports_VAE_2000_6000_4_OCSVM_RBF_0,0005_scale;0.5352;0.9974;0.6958;0.0046
Imports_VAE_2000_6000_4_OCSVM_RBF_0,001_scale;0.5368;0.9971;0.6970;0.0045
Imports_VAE_2000_6000_4_OCSVM_RBF_0,005_scale;0.7361;0.9940;0.8453;0.0073
Imports_VAE_2000_6000_4_OCSVM_RBF_0,01_scale;0.8922;0.9886;0.9356;0.0103
Imports_VAE_2000_6000_4_OCSVM_RBF_0,02_scale;0.9739;0.9741;0.9740;0.0164
Imports_VAE_2000_6000_4_OCSVM_RBF_0,03_scale;0.9821;0.9572;0.9695;0.0220
Imports_VAE_2000_6000_4_OCSVM_RBF_0,04_scale;0.9853;0.9408;0.9625;0.0283
Imports_VAE_2000_6000_4_OCSVM_RBF_0,05_scale;0.9875;0.9268;0.9562;0.0336
Imports_VAE_2000_6000_4_OCSVM_RBF_0,06_scale;0.9887;0.9113;0.9484;0.0416
Imports_VAE_2000_6000_4_OCSVM_RBF_0,07_scale;0.9894;0.8989;0.9419;0.0489
Imports_VAE_2000_6000_4_OCSVM_RBF_0,08_scale;0.9898;0.8875;0.9358;0.0537
Imports_VAE_2000_6000_4_OCSVM_RBF_0,09_scale;0.9901;0.8757;0.9294;0.0587
Imports_VAE_2000_6000_4_OCSVM_RBF_0,1_scale;0.9905;0.8642;0.9230;0.0682
Imports_VAE_2000_6000_4_OCSVM_RBF_0,2_scale;0.9913;0.7531;0.8559;0.1298
Imports_VAE_2000_6000_4_OCSVM_RBF_0,3_scale;0.9912;0.6522;0.7867;0.1902
Imports_VAE_2000_6000_4_OCSVM_RBF_0,4_scale;0.9909;0.5535;0.7102;0.2443
Imports_VAE_2000_6000_4_OCSVM_RBF_0,5_scale;0.9911;0.4639;0.6320;0.2975
Imports_VAE_2000_6000_4_OCSVM_RBF_0,6_scale;0.9904;0.3744;0.5433;0.3674
Imports_VAE_2000_6000_4_OCSVM_RBF_0,7_scale;0.9912;0.2831;0.4403;0.4132
Imports_VAE_2000_6000_4_OCSVM_RBF_0,8_scale;0.9909;0.1926;0.3224;0.4567
Imports_VAE_2000_6000_4_OCSVM_RBF_0,9_scale;0.9917;0.0958;0.1747;0.4926
Imports_VAE_2000_6000_5_OCSVM_RBF_0,0001_scale;0.5609;0.9928;0.7121;0.0051
Imports_VAE_2000_6000_5_OCSVM_RBF_0,0005_scale;0.5623;0.9959;0.7138;0.0049
Imports_VAE_2000_6000_5_OCSVM_RBF_0,001_scale;0.5634;0.9963;0.7146;0.0048
Imports_VAE_2000_6000_5_OCSVM_RBF_0,005_scale;0.8040;0.9932;0.8877;0.0075
Imports_VAE_2000_6000_5_OCSVM_RBF_0,01_scale;0.9268;0.9871;0.9550;0.0107
Imports_VAE_2000_6000_5_OCSVM_RBF_0,02_scale;0.9753;0.9725;0.9739;0.0162
Imports_VAE_2000_6000_5_OCSVM_RBF_0,03_scale;0.9853;0.9548;0.9698;0.0219
Imports_VAE_2000_6000_5_OCSVM_RBF_0,04_scale;0.9879;0.9388;0.9627;0.0291
Imports_VAE_2000_6000_5_OCSVM_RBF_0,05_scale;0.9892;0.9241;0.9555;0.0342
Imports_VAE_2000_6000_5_OCSVM_RBF_0,06_scale;0.9901;0.9115;0.9492;0.0452
Imports_VAE_2000_6000_5_OCSVM_RBF_0,07_scale;0.9906;0.8969;0.9414;0.0482
Imports_VAE_2000_6000_5_OCSVM_RBF_0,08_scale;0.9908;0.8855;0.9352;0.0530
Imports_VAE_2000_6000_5_OCSVM_RBF_0,09_scale;0.9913;0.8741;0.9290;0.0581
Imports_VAE_2000_6000_5_OCSVM_RBF_0,1_scale;0.9914;0.8640;0.9233;0.0698
Imports_VAE_2000_6000_5_OCSVM_RBF_0,2_scale;0.9916;0.7467;0.8519;0.1263
Imports_VAE_2000_6000_5_OCSVM_RBF_0,3_scale;0.9916;0.6481;0.7839;0.1909
Imports_VAE_2000_6000_5_OCSVM_RBF_0,4_scale;0.9914;0.5541;0.7108;0.2457
Imports_VAE_2000_6000_5_OCSVM_RBF_0,5_scale;0.9910;0.4653;0.6332;0.2997
Imports_VAE_2000_6000_5_OCSVM_RBF_0,6_scale;0.9911;0.3782;0.5475;0.3629
Imports_VAE_2000_6000_5_OCSVM_RBF_0,7_scale;0.9906;0.2884;0.4467;0.4106
Imports_VAE_2000_6000_5_OCSVM_RBF_0,8_scale;0.9910;0.1935;0.3236;0.4551
Imports_VAE_2000_6000_5_OCSVM_RBF_0,9_scale;0.9895;0.1011;0.1834;0.4984
Imports_VAE_2000_6000_1_OCSVM_RBF_0,0001_scale;0.5483;0.9961;0.7065;0.0051
Imports_VAE_2000_6000_1_OCSVM_RBF_0,0005_scale;0.5477;0.9970;0.7062;0.0050
Imports_VAE_2000_6000_1_OCSVM_RBF_0,001_scale;0.5478;0.9970;0.7063;0.0049
