Parameters;Precisao;Revocacao;F1-Score;Tempo
Labour_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.6712;0.9967;0.8014;0.0049
Labour_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.6713;0.9969;0.8016;0.0049
Labour_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.6713;0.9970;0.8016;0.0051
Labour_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.8248;0.9953;0.9018;0.0077
Labour_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.8669;0.9918;0.9250;0.0116
Labour_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9027;0.9853;0.9421;0.0171
Labour_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9220;0.9784;0.9493;0.0232
Labour_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9368;0.9710;0.9536;0.0301
Labour_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9466;0.9639;0.9551;0.0351
Labour_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9521;0.9561;0.9541;0.0461
Labour_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9568;0.9476;0.9521;0.0495
Labour_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9610;0.9400;0.9504;0.0545
Labour_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9645;0.9300;0.9469;0.0607
Labour_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9667;0.9190;0.9422;0.0708
Labour_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9779;0.8202;0.8921;0.1302
Labour_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9821;0.7200;0.8309;0.1951
Labour_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9840;0.6201;0.7607;0.2441
Labour_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9856;0.5141;0.6757;0.3088
Labour_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9870;0.4136;0.5829;0.3693
Labour_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9869;0.3112;0.4731;0.4108
Labour_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9884;0.2047;0.3391;0.4545
Labour_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9868;0.1022;0.1851;0.4860
