Parameters;Precisao;Revocacao;F1-Score;Tempo
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9565;0.9177;0.9367;0.7763
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9565;0.9255;0.9407;1.0029
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9564;0.9255;0.9407;1.0766
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9564;0.9260;0.9409;1.1211
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9563;0.9257;0.9408;1.1338
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9564;0.9255;0.9407;1.1792
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9580;0.9230;0.9402;1.2220
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9598;0.9180;0.9385;1.3359
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9616;0.9093;0.9347;1.4740
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9634;0.8995;0.9304;1.6234
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9650;0.8922;0.9272;1.8094
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9665;0.8840;0.9234;1.9350
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9676;0.8752;0.9191;2.0985
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9693;0.8682;0.9160;2.2388
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9793;0.7755;0.8656;3.8024
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9849;0.6703;0.7977;5.6903
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9880;0.5787;0.7299;7.1517
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9900;0.4750;0.6420;8.6816
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9919;0.3615;0.5299;10.1034
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9921;0.2612;0.4136;11.5896
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9921;0.1645;0.2822;13.0091
Farms_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9899;0.0610;0.1149;14.3760
