Parameters;Precisao;Revocacao;F1-Score;Tempo
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9837;0.9155;0.9484;0.7034
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9833;0.9245;0.9530;0.9872
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9833;0.9247;0.9531;1.0227
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9833;0.9247;0.9531;1.0423
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9833;0.9247;0.9531;1.0593
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9833;0.9235;0.9524;1.0932
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9849;0.9200;0.9514;1.1373
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9866;0.9120;0.9478;1.2781
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9886;0.9028;0.9437;1.3959
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9912;0.8952;0.9408;1.5366
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9926;0.8875;0.9371;1.6566
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9937;0.8772;0.9319;1.8950
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9948;0.8670;0.9265;2.0035
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9959;0.8570;0.9212;2.2002
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9983;0.7592;0.8625;3.9014
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9990;0.6498;0.7874;5.6019
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9993;0.5525;0.7116;7.1522
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9996;0.4565;0.6267;8.6766
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9996;0.3615;0.5310;10.1246
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9995;0.2555;0.4069;11.5272
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9995;0.1663;0.2851;12.9065
Privacy_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9994;0.0855;0.1575;14.3254
