Parameters;Precisao;Revocacao;F1-Score;Tempo
Police_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.6958;0.9970;0.8180;0.0055
Police_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.6944;0.9971;0.8171;0.0046
Police_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.6940;0.9970;0.8168;0.0046
Police_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.7947;0.9925;0.8813;0.0076
Police_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.8814;0.9889;0.9316;0.0105
Police_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9445;0.9748;0.9592;0.0165
Police_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9612;0.9610;0.9611;0.0226
Police_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9648;0.9511;0.9579;0.0289
Police_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9669;0.9427;0.9546;0.0358
Police_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9680;0.9346;0.9510;0.0430
Police_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9697;0.9251;0.9469;0.0482
Police_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9707;0.9149;0.9420;0.0537
Police_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9713;0.9050;0.9370;0.0584
Police_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9719;0.8963;0.9325;0.0692
Police_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9754;0.7983;0.8780;0.1310
Police_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9763;0.6993;0.8149;0.1872
Police_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9774;0.6017;0.7448;0.2423
Police_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9779;0.5029;0.6641;0.2985
Police_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9781;0.4034;0.5711;0.3674
Police_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9790;0.2980;0.4568;0.4157
Police_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9781;0.1966;0.3273;0.4542
Police_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9783;0.1018;0.1843;0.4899
Police_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.7045;0.9977;0.8223;0.0044
Police_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.7040;0.9977;0.8220;0.0041
Police_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.7040;0.9977;0.8220;0.0041
Police_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.8087;0.9927;0.8890;0.0070
Police_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8891;0.9893;0.9360;0.0099
Police_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9534;0.9760;0.9645;0.0161
Police_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9636;0.9625;0.9630;0.0222
Police_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9670;0.9528;0.9598;0.0289
Police_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9691;0.9434;0.9561;0.0345
Police_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9705;0.9347;0.9523;0.0444
Police_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9717;0.9253;0.9480;0.0497
Police_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9726;0.9159;0.9434;0.0540
Police_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9731;0.9074;0.9391;0.0597
Police_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9737;0.8975;0.9340;0.0693
Police_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9758;0.7973;0.8775;0.1283
Police_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9769;0.6951;0.8122;0.1895
Police_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9780;0.5906;0.7364;0.2436
Police_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9785;0.4900;0.6529;0.3023
Police_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9778;0.3859;0.5533;0.3675
Police_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9785;0.2881;0.4451;0.4176
Police_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9768;0.1934;0.3228;0.4553
Police_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9737;0.0990;0.1797;0.4928
Police_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.7503;0.9981;0.8562;0.0042
Police_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.7504;0.9981;0.8562;0.0040
Police_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.7504;0.9981;0.8562;0.0041
Police_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.8856;0.9910;0.9352;0.0070
Police_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9274;0.9865;0.9560;0.0099
Police_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9567;0.9734;0.9649;0.0160
Police_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9652;0.9611;0.9631;0.0232
Police_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9680;0.9509;0.9594;0.0284
Police_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9702;0.9398;0.9548;0.0337
Police_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9715;0.9297;0.9501;0.0438
