Parameters;Precisao;Revocacao;F1-Score;Tempo
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9796;0.9143;0.9458;0.6497
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9784;0.9163;0.9463;0.7896
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9785;0.9167;0.9466;0.8264
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9785;0.9170;0.9467;0.8687
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9785;0.9170;0.9468;0.8788
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9817;0.9165;0.9479;0.9169
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9844;0.9113;0.9464;0.9920
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9867;0.9002;0.9415;1.1211
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9884;0.8875;0.9352;1.2724
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9896;0.8780;0.9305;1.4273
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9909;0.8605;0.9211;1.5493
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9923;0.8452;0.9129;1.7269
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9933;0.8297;0.9042;1.9196
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9941;0.8165;0.8966;2.0953
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9967;0.6973;0.8205;3.7577
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9982;0.6008;0.7501;5.4049
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9984;0.4865;0.6542;7.0417
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9988;0.3840;0.5547;8.5655
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9991;0.2893;0.4486;10.1271
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9996;0.2070;0.3430;11.6175
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9996;0.1270;0.2254;13.1099
Hurricane_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;1.0000;0.0597;0.1128;14.4682
