Parameters;Precisao;Revocacao;F1-Score;Tempo
Parks_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.6060;0.9959;0.7520;0.0048
Parks_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.6066;0.9973;0.7529;0.0047
Parks_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.6067;0.9964;0.7527;0.0045
Parks_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.6148;0.9954;0.7586;0.0072
Parks_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9020;0.9889;0.9388;0.0104
Parks_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9480;0.9772;0.9609;0.0168
Parks_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9628;0.9636;0.9624;0.0227
Parks_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9691;0.9526;0.9601;0.0285
Parks_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9745;0.9417;0.9574;0.0341
Parks_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9786;0.9316;0.9542;0.0432
Parks_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9805;0.9205;0.9493;0.0491
Parks_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9825;0.9099;0.9445;0.0524
Parks_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9838;0.9001;0.9399;0.0588
Parks_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9853;0.8904;0.9353;0.0689
Parks_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9901;0.7840;0.8749;0.1290
Parks_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9927;0.6742;0.8028;0.1865
Parks_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9935;0.5699;0.7241;0.2472
Parks_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9940;0.4704;0.6384;0.2945
Parks_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9945;0.3757;0.5450;0.3650
Parks_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9947;0.2752;0.4308;0.4151
Parks_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9945;0.1828;0.3084;0.4531
Parks_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9948;0.0907;0.1659;0.4885
Parks_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6520;0.9967;0.7854;0.0048
Parks_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6536;0.9967;0.7864;0.0046
Parks_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6536;0.9966;0.7864;0.0047
Parks_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.6652;0.9943;0.7931;0.0075
Parks_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9300;0.9883;0.9577;0.0106
Parks_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9777;0.9765;0.9771;0.0164
Parks_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9848;0.9645;0.9745;0.0229
Parks_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9883;0.9517;0.9697;0.0297
Parks_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9900;0.9367;0.9626;0.0354
Parks_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9908;0.9255;0.9570;0.0449
Parks_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9915;0.9142;0.9513;0.0473
Parks_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9920;0.9040;0.9459;0.0535
Parks_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9926;0.8921;0.9396;0.0597
Parks_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9928;0.8826;0.9344;0.0713
Parks_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9940;0.7820;0.8753;0.1296
Parks_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9946;0.6715;0.8017;0.1917
Parks_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9948;0.5660;0.7215;0.2463
Parks_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9950;0.4640;0.6328;0.3014
Parks_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9950;0.3647;0.5337;0.3667
Parks_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9955;0.2683;0.4226;0.4141
Parks_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9947;0.1776;0.3014;0.4585
Parks_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9948;0.0886;0.1626;0.4910
Parks_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.7314;0.9972;0.8353;0.0044
Parks_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.7315;0.9972;0.8353;0.0043
Parks_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.7314;0.9972;0.8353;0.0042
Parks_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.7476;0.9943;0.8442;0.0069
Parks_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9453;0.9880;0.9661;0.0099
Parks_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9776;0.9757;0.9766;0.0164
Parks_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9843;0.9634;0.9737;0.0223
Parks_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9872;0.9515;0.9691;0.0283
Parks_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9888;0.9406;0.9641;0.0340
Parks_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9902;0.9283;0.9582;0.0451
Parks_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9912;0.9178;0.9531;0.0497
Parks_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9920;0.9078;0.9480;0.0529
Parks_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9924;0.8979;0.9428;0.0580
Parks_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9928;0.8867;0.9368;0.0691
Parks_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9942;0.7772;0.8724;0.1294
Parks_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9946;0.6692;0.8001;0.1899
Parks_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9946;0.5654;0.7209;0.2434
Parks_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9952;0.4623;0.6313;0.2983
Parks_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9955;0.3672;0.5365;0.3754
Parks_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9959;0.2709;0.4260;0.4135
Parks_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9956;0.1782;0.3021;0.4540
Parks_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9957;0.0876;0.1610;0.4921
Parks_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.6409;0.9954;0.7734;0.0059
Parks_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.6342;0.9970;0.7696;0.0059
Parks_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.6335;0.9971;0.7691;0.0061
Parks_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.6612;0.9954;0.7852;0.0078
Parks_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.8595;0.9925;0.9192;0.0113
Parks_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9537;0.9821;0.9676;0.0168
