Parameters;Precisao;Revocacao;F1-Score;Tempo
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,0001_scale;0.9312;0.8892;0.9097;0.5103
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,0005_scale;0.9262;0.9037;0.9148;0.7256
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,001_scale;0.9260;0.9037;0.9147;0.7613
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,005_scale;0.9261;0.9040;0.9149;0.7815
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,01_scale;0.9261;0.9040;0.9149;0.7988
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,02_scale;0.9262;0.9046;0.9153;0.8208
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,03_scale;0.9281;0.9007;0.9142;0.9054
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,04_scale;0.9303;0.8965;0.9131;0.9534
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,05_scale;0.9327;0.8898;0.9107;1.0255
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,06_scale;0.9371;0.8807;0.9080;1.0897
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,07_scale;0.9411;0.8713;0.9049;1.1771
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,08_scale;0.9448;0.8580;0.8993;1.2737
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,09_scale;0.9475;0.8435;0.8925;1.3517
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,1_scale;0.9500;0.8335;0.8879;1.4917
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,2_scale;0.9659;0.7284;0.8305;2.6727
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,3_scale;0.9743;0.6043;0.7459;3.7433
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,4_scale;0.9805;0.4696;0.6350;4.8055
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,5_scale;0.9855;0.3506;0.5172;5.8653
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,6_scale;0.9898;0.2564;0.4073;6.9345
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,7_scale;0.9940;0.1847;0.3115;7.9300
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,8_scale;0.9965;0.1208;0.2155;8.8814
Massacre_DistilBERTML_1651_4954_OCSVM_RBF_0,9_scale;0.9989;0.0545;0.1034;9.8124
