Parameters;Precisao;Revocacao;F1-Score;Tempo
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9302;0.9240;0.9271;0.7375
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9251;0.9320;0.9285;1.0019
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9251;0.9335;0.9293;1.0760
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9249;0.9333;0.9290;1.1264
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9249;0.9333;0.9291;1.1516
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9252;0.9323;0.9287;1.1839
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9274;0.9305;0.9290;1.2484
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9323;0.9255;0.9289;1.3798
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9360;0.9195;0.9277;1.5109
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9394;0.9137;0.9264;1.6722
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9431;0.9093;0.9258;1.7796
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9474;0.9025;0.9244;1.9484
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9501;0.8955;0.9220;2.0796
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9523;0.8895;0.9198;2.2532
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9754;0.8065;0.8829;3.9573
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9851;0.7212;0.8328;5.5049
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9894;0.6418;0.7786;7.1208
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9921;0.5252;0.6868;8.6106
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9932;0.4180;0.5883;10.1052
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9939;0.3192;0.4832;11.5574
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9952;0.2127;0.3505;12.9618
Charity_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9964;0.0958;0.1747;14.3598
