Parameters;Precisao;Revocacao;F1-Score;Tempo
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6854;0.9955;0.8095;0.0052
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6861;0.9965;0.8103;0.0049
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6860;0.9963;0.8102;0.0048
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7492;0.9914;0.8516;0.0078
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.7972;0.9856;0.8805;0.0110
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.8648;0.9739;0.9159;0.0176
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.8915;0.9637;0.9261;0.0233
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9085;0.9528;0.9300;0.0294
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9217;0.9433;0.9324;0.0342
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9305;0.9335;0.9319;0.0465
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9371;0.9247;0.9308;0.0465
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9433;0.9139;0.9283;0.0527
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9473;0.9047;0.9255;0.0590
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9510;0.8951;0.9222;0.0714
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9712;0.7934;0.8733;0.1280
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9786;0.6959;0.8134;0.1863
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9826;0.5959;0.7418;0.2451
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9846;0.4914;0.6555;0.3003
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9854;0.3922;0.5610;0.3624
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9859;0.2936;0.4523;0.4167
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9873;0.1991;0.3314;0.4557
Fraud_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9882;0.1007;0.1828;0.5003
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.6980;0.9970;0.8200;0.0044
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.6985;0.9971;0.8203;0.0042
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.6986;0.9971;0.8203;0.0043
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.7793;0.9905;0.8714;0.0070
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.8284;0.9847;0.8993;0.0102
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.8843;0.9716;0.9257;0.0163
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9046;0.9627;0.9326;0.0233
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9218;0.9520;0.9366;0.0287
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9318;0.9415;0.9366;0.0345
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9388;0.9315;0.9351;0.0444
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9447;0.9214;0.9329;0.0485
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9496;0.9108;0.9297;0.0522
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9530;0.9022;0.9269;0.0596
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9568;0.8929;0.9237;0.0686
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9720;0.7937;0.8739;0.1282
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9787;0.6893;0.8089;0.1880
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9831;0.5887;0.7363;0.2463
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9856;0.4927;0.6569;0.2978
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9878;0.3908;0.5599;0.3673
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9891;0.2960;0.4555;0.4200
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9891;0.1989;0.3310;0.4565
Fraud_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9882;0.0990;0.1798;0.4924
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5649;0.9963;0.7204;0.0050
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5652;0.9968;0.7207;0.0050
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5658;0.9970;0.7212;0.0049
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.6259;0.9927;0.7671;0.0070
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.6954;0.9878;0.8149;0.0103
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.7899;0.9768;0.8729;0.0167
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.8413;0.9674;0.8996;0.0229
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.8730;0.9581;0.9134;0.0299
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.8888;0.9481;0.9174;0.0355
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9007;0.9388;0.9193;0.0450
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9109;0.9297;0.9201;0.0474
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9181;0.9205;0.9192;0.0544
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9245;0.9107;0.9174;0.0596
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9296;0.9004;0.9146;0.0702
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9583;0.8017;0.8730;0.1286
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9690;0.6949;0.8092;0.1911
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9744;0.5961;0.7395;0.2471
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9775;0.4905;0.6531;0.3011
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9796;0.3877;0.5554;0.3718
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9808;0.2897;0.4471;0.4150
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9821;0.1907;0.3193;0.4571
Fraud_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9829;0.0964;0.1755;0.4956
Fraud_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5942;0.9971;0.7440;0.0045
Fraud_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5941;0.9974;0.7439;0.0044
Fraud_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5941;0.9974;0.7440;0.0044
Fraud_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.6672;0.9927;0.7971;0.0076
Fraud_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.7422;0.9878;0.8463;0.0101
Fraud_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.8325;0.9775;0.8988;0.0164
