Parameters;Precisao;Revocacao;F1-Score;Tempo
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,0001_scale;0.9794;0.9264;0.9521;0.7061
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,0005_scale;0.9778;0.9327;0.9548;0.8912
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,001_scale;0.9779;0.9333;0.9550;0.9303
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,005_scale;0.9777;0.9335;0.9551;0.9776
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,01_scale;0.9778;0.9335;0.9552;1.0011
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,02_scale;0.9778;0.9327;0.9548;1.0319
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,03_scale;0.9786;0.9298;0.9536;1.1172
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,04_scale;0.9812;0.9256;0.9526;1.2111
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,05_scale;0.9834;0.9176;0.9494;1.3038
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,06_scale;0.9856;0.9089;0.9457;1.4315
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,07_scale;0.9876;0.9012;0.9424;1.5247
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,08_scale;0.9899;0.8914;0.9381;1.6904
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,09_scale;0.9915;0.8822;0.9336;1.8685
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,1_scale;0.9923;0.8700;0.9271;1.9790
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,2_scale;0.9981;0.7778;0.8743;3.5257
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,3_scale;0.9991;0.6880;0.8149;4.9838
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,4_scale;0.9994;0.5824;0.7359;6.3984
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,5_scale;0.9995;0.4836;0.6518;7.7804
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,6_scale;0.9997;0.3877;0.5588;9.2056
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,7_scale;0.9997;0.2850;0.4435;10.3654
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,8_scale;0.9997;0.1785;0.3029;11.7176
Painting_DistilBERTML_1888_5664_OCSVM_RBF_0,9_scale;0.9997;0.0752;0.1399;12.8315
