Parameters;Precisao;Revocacao;F1-Score;Tempo
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5531;0.9964;0.7112;0.0050
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5533;0.9963;0.7113;0.0044
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5535;0.9963;0.7114;0.0043
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.6002;0.9930;0.7469;0.0073
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.6665;0.9885;0.7943;0.0102
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.7795;0.9788;0.8657;0.0172
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.8344;0.9694;0.8943;0.0226
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.8634;0.9592;0.9059;0.0289
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.8860;0.9476;0.9129;0.0339
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.8990;0.9363;0.9143;0.0442
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9086;0.9255;0.9139;0.0481
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9162;0.9132;0.9117;0.0531
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9239;0.9008;0.9092;0.0579
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9289;0.8895;0.9060;0.0687
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9521;0.7808;0.8562;0.1288
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9625;0.6758;0.7928;0.1850
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9679;0.5689;0.7158;0.2439
Traffic_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9720;0.4735;0.6364;0.2988
