Parameters;Precisao;Revocacao;F1-Score;Tempo
Family_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.7698;0.9978;0.8677;0.0046
Family_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.7690;0.9979;0.8672;0.0047
Family_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.7691;0.9979;0.8672;0.0042
Family_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.8460;0.9944;0.9126;0.0069
Family_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8970;0.9891;0.9407;0.0104
Family_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9265;0.9791;0.9520;0.0161
Family_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9462;0.9687;0.9572;0.0222
Family_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9567;0.9561;0.9563;0.0291
Family_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9625;0.9454;0.9538;0.0349
Family_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9675;0.9356;0.9512;0.0431
Family_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9709;0.9249;0.9473;0.0480
Family_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9742;0.9137;0.9430;0.0533
Family_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9764;0.9010;0.9372;0.0591
Family_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9777;0.8916;0.9326;0.0702
Family_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9846;0.7820;0.8716;0.1318
Family_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9865;0.6723;0.7996;0.1866
Family_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9878;0.5700;0.7228;0.2462
Family_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9879;0.4749;0.6413;0.2961
Family_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9885;0.3824;0.5513;0.3694
Family_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9892;0.2880;0.4460;0.4144
Family_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9893;0.1957;0.3266;0.4560
Family_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9904;0.0988;0.1796;0.4867
Family_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.7770;0.9848;0.8656;0.0048
Family_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.7759;0.9909;0.8678;0.0050
Family_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.7770;0.9980;0.8715;0.0050
Family_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.8678;0.9926;0.9232;0.0073
Family_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.8853;0.9882;0.9313;0.0106
Family_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9245;0.9779;0.9495;0.0161
Family_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9477;0.9672;0.9571;0.0230
Family_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9573;0.9562;0.9567;0.0291
Family_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9640;0.9439;0.9538;0.0350
Family_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9686;0.9310;0.9494;0.0427
Family_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9725;0.9204;0.9457;0.0483
Family_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9752;0.9083;0.9405;0.0528
Family_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9773;0.8970;0.9354;0.0589
Family_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9781;0.8880;0.9308;0.0697
Family_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9847;0.7833;0.8725;0.1286
Family_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9869;0.6845;0.8083;0.1882
Family_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9875;0.5819;0.7322;0.2429
Family_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9883;0.4843;0.6499;0.2989
Family_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9892;0.3878;0.5571;0.3684
Family_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9888;0.2893;0.4475;0.4087
Family_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9894;0.1943;0.3247;0.4536
Family_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9897;0.0969;0.1765;0.4860
Family_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5836;0.9978;0.7356;0.0057
Family_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5837;0.9969;0.7354;0.0053
Family_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5840;0.9974;0.7358;0.0045
Family_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.6202;0.9950;0.7627;0.0078
Family_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.6701;0.9911;0.7978;0.0107
Family_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.7682;0.9813;0.8604;0.0177
Family_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.8568;0.9719;0.9090;0.0232
Family_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9006;0.9630;0.9292;0.0290
Family_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9319;0.9524;0.9415;0.0366
Family_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9470;0.9419;0.9443;0.0447
Family_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9544;0.9321;0.9430;0.0504
Family_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9606;0.9221;0.9409;0.0544
Family_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9646;0.9126;0.9378;0.0637
Family_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9684;0.9023;0.9341;0.0707
Family_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9805;0.7891;0.8744;0.1296
Family_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9842;0.6794;0.8038;0.1913
Family_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9862;0.5845;0.7339;0.2514
