Parameters;Precisao;Revocacao;F1-Score;Tempo
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9465;0.8915;0.9182;0.7475
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9442;0.9058;0.9246;1.0623
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9443;0.9058;0.9247;1.0881
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9444;0.9060;0.9248;1.1171
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9443;0.9055;0.9245;1.1520
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9461;0.9062;0.9258;1.1973
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9477;0.9045;0.9256;1.2655
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9499;0.9005;0.9245;1.3421
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9515;0.8945;0.9221;1.4598
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9528;0.8865;0.9185;1.6182
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9550;0.8795;0.9157;1.7302
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9575;0.8708;0.9121;1.8493
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9603;0.8570;0.9057;2.0252
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9633;0.8470;0.9014;2.1566
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9799;0.7372;0.8414;3.8356
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9869;0.6268;0.7666;5.4352
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9899;0.5265;0.6874;7.0222
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9912;0.4348;0.6044;8.7527
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9927;0.3473;0.5145;10.0105
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9932;0.2467;0.3953;11.5194
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9936;0.1640;0.2815;12.9473
Prices_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9940;0.0865;0.1592;14.3420
