Parameters;Precisao;Revocacao;F1-Score;Tempo
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.7313;0.9950;0.8374;0.0049
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.7304;0.9956;0.8371;0.0049
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.7302;0.9956;0.8370;0.0048
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.8813;0.9885;0.9291;0.0072
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9221;0.9832;0.9497;0.0103
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9630;0.9731;0.9677;0.0162
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9890;0.9577;0.9731;0.0226
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9937;0.9436;0.9680;0.0290
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9952;0.9279;0.9603;0.0358
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9963;0.9161;0.9545;0.0437
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9970;0.9029;0.9475;0.0482
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9973;0.8931;0.9423;0.0528
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9977;0.8806;0.9354;0.0587
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9980;0.8686;0.9287;0.0706
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9992;0.7581;0.8619;0.1279
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9993;0.6609;0.7955;0.1889
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9995;0.5697;0.7256;0.2428
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9994;0.4796;0.6479;0.3016
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9994;0.3907;0.5615;0.3605
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9995;0.2966;0.4569;0.4135
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9994;0.2030;0.3369;0.4727
Mosque_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9992;0.1019;0.1845;0.5251
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.8560;0.9971;0.9198;0.0049
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.8566;0.9973;0.9204;0.0050
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.8562;0.9973;0.9202;0.0055
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9413;0.9885;0.9639;0.0073
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9696;0.9805;0.9749;0.0102
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9827;0.9684;0.9754;0.0164
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9881;0.9538;0.9706;0.0235
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9911;0.9384;0.9640;0.0294
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9930;0.9257;0.9581;0.0353
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9943;0.9123;0.9515;0.0458
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9954;0.9011;0.9458;0.0476
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9961;0.8868;0.9382;0.0532
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9966;0.8732;0.9307;0.0589
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9970;0.8610;0.9239;0.0695
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9986;0.7490;0.8557;0.1268
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9991;0.6512;0.7881;0.1921
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9993;0.5586;0.7161;0.2465
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9992;0.4645;0.6332;0.3067
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9994;0.3757;0.5450;0.3672
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9993;0.2846;0.4422;0.4170
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9992;0.1941;0.3244;0.4541
Mosque_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9993;0.1002;0.1818;0.4935
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.7870;0.9979;0.8747;0.0044
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.7865;0.9980;0.8744;0.0043
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.7867;0.9980;0.8745;0.0043
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9045;0.9890;0.9390;0.0069
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9268;0.9822;0.9480;0.0100
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9478;0.9700;0.9548;0.0159
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9856;0.9549;0.9699;0.0228
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9903;0.9419;0.9654;0.0283
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9930;0.9284;0.9595;0.0337
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9944;0.9145;0.9527;0.0419
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9952;0.9003;0.9453;0.0494
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9958;0.8869;0.9381;0.0538
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9962;0.8737;0.9308;0.0584
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9965;0.8614;0.9239;0.0680
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9982;0.7455;0.8532;0.1292
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9988;0.6469;0.7845;0.1895
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9990;0.5576;0.7146;0.2456
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9992;0.4680;0.6364;0.3015
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9991;0.3719;0.5408;0.3660
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9990;0.2806;0.4372;0.4167
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9988;0.1890;0.3172;0.4616
Mosque_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9989;0.0935;0.1708;0.4944
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5953;0.9986;0.7450;0.0043
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5958;0.9986;0.7454;0.0044
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5962;0.9986;0.7457;0.0043
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.7584;0.9912;0.8560;0.0075
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.8202;0.9875;0.8927;0.0105
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9080;0.9785;0.9412;0.0163
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9863;0.9661;0.9761;0.0229
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9940;0.9496;0.9713;0.0291
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9957;0.9361;0.9650;0.0347
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9966;0.9225;0.9581;0.0456
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9973;0.9098;0.9515;0.0489
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9979;0.8979;0.9452;0.0526
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9982;0.8851;0.9382;0.0602
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9983;0.8737;0.9317;0.0732
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9992;0.7766;0.8737;0.1281
Mosque_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9995;0.6850;0.8125;0.1874
