Parameters;Precisao;Revocacao;F1-Score;Tempo
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.8768;0.9962;0.9323;0.0051
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.8769;0.9962;0.9324;0.0048
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.8769;0.9961;0.9324;0.0048
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9300;0.9878;0.9578;0.0075
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9482;0.9795;0.9633;0.0102
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9644;0.9633;0.9637;0.0163
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9748;0.9462;0.9603;0.0225
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9817;0.9310;0.9557;0.0284
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9852;0.9165;0.9496;0.0363
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9868;0.9039;0.9435;0.0464
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9884;0.8899;0.9365;0.0490
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9898;0.8773;0.9301;0.0527
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9906;0.8656;0.9238;0.0590
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9914;0.8535;0.9173;0.0724
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9948;0.7470;0.8532;0.1276
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9963;0.6456;0.7834;0.1874
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9967;0.5518;0.7103;0.2479
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9973;0.4570;0.6268;0.2994
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9974;0.3659;0.5353;0.3704
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9976;0.2771;0.4336;0.4147
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9980;0.1856;0.3128;0.4601
Fashion_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9976;0.0917;0.1679;0.4905
Fashion_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.8962;0.9943;0.9425;0.0046
Fashion_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.8954;0.9947;0.9422;0.0046
Fashion_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.8954;0.9947;0.9422;0.0044
Fashion_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9389;0.9859;0.9617;0.0073
Fashion_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9555;0.9758;0.9655;0.0102
Fashion_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9671;0.9596;0.9633;0.0171
Fashion_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9731;0.9413;0.9569;0.0224
Fashion_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9780;0.9264;0.9515;0.0284
