Parameters;Precisao;Revocacao;F1-Score;Tempo
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5755;0.9986;0.7299;0.0045
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5754;0.9993;0.7300;0.0047
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5755;0.9993;0.7301;0.0046
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.7141;0.9939;0.8297;0.0075
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.8930;0.9860;0.9366;0.0104
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9562;0.9732;0.9646;0.0165
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9708;0.9629;0.9668;0.0228
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9777;0.9546;0.9660;0.0286
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9817;0.9468;0.9639;0.0346
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9860;0.9369;0.9609;0.0451
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9886;0.9263;0.9564;0.0488
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9908;0.9161;0.9520;0.0538
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9923;0.9070;0.9477;0.0600
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9933;0.8964;0.9424;0.0694
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9970;0.7942;0.8841;0.1290
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9979;0.6977;0.8212;0.1902
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9988;0.6054;0.7538;0.2452
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9991;0.5114;0.6764;0.3024
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9992;0.4154;0.5867;0.3682
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9993;0.3165;0.4806;0.4165
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9993;0.2086;0.3450;0.4564
Revolution_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9991;0.1045;0.1892;0.4958
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6086;0.9978;0.7550;0.0055
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6103;0.9980;0.7563;0.0049
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6104;0.9980;0.7563;0.0052
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7519;0.9936;0.8541;0.0071
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8730;0.9857;0.9238;0.0117
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9488;0.9721;0.9601;0.0165
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9649;0.9613;0.9630;0.0229
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9733;0.9518;0.9624;0.0288
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9778;0.9429;0.9599;0.0343
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9811;0.9344;0.9571;0.0448
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9832;0.9258;0.9536;0.0492
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9849;0.9165;0.9493;0.0538
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9870;0.9070;0.9452;0.0591
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9890;0.8954;0.9398;0.0696
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9957;0.7945;0.8838;0.1270
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9977;0.6950;0.8193;0.1913
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9982;0.5994;0.7490;0.2425
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9984;0.5026;0.6685;0.3005
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9986;0.4072;0.5783;0.3658
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9988;0.3098;0.4727;0.4068
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9990;0.2109;0.3482;0.4510
Revolution_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9995;0.1074;0.1939;0.4853
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.6401;0.9984;0.7782;0.0051
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.6406;0.9985;0.7786;0.0044
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.6409;0.9985;0.7787;0.0049
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.8117;0.9933;0.8909;0.0072
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9013;0.9842;0.9402;0.0105
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9519;0.9724;0.9619;0.0167
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9681;0.9621;0.9650;0.0228
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9756;0.9529;0.9640;0.0306
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9805;0.9430;0.9614;0.0346
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9837;0.9328;0.9575;0.0433
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9865;0.9243;0.9543;0.0488
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9881;0.9151;0.9502;0.0539
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9895;0.9054;0.9456;0.0588
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9904;0.8951;0.9403;0.0684
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9956;0.7924;0.8824;0.1284
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9972;0.6938;0.8182;0.1880
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9979;0.6009;0.7500;0.2464
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9986;0.5025;0.6683;0.3001
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9984;0.4015;0.5725;0.3673
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9984;0.3012;0.4626;0.4111
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9989;0.2014;0.3351;0.4536
Revolution_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9992;0.1005;0.1824;0.4847
Revolution_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5722;0.9977;0.7257;0.0054
