Parameters;Precisao;Revocacao;F1-Score;Tempo
Charity_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6340;0.9973;0.7734;0.0049
Charity_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6344;0.9973;0.7737;0.0041
Charity_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6343;0.9973;0.7737;0.0040
Charity_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7022;0.9925;0.8186;0.0074
Charity_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.7389;0.9868;0.8412;0.0104
Charity_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.8731;0.9708;0.9192;0.0170
Charity_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9047;0.9603;0.9315;0.0225
Charity_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9257;0.9490;0.9371;0.0282
Charity_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9376;0.9394;0.9385;0.0340
Charity_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9486;0.9263;0.9373;0.0452
Charity_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9558;0.9155;0.9352;0.0496
Charity_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9610;0.9035;0.9313;0.0536
Charity_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9648;0.8930;0.9275;0.0593
Charity_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9678;0.8826;0.9232;0.0704
Charity_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9805;0.7859;0.8724;0.1309
Charity_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9853;0.6873;0.8097;0.1891
Charity_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9872;0.5936;0.7413;0.2442
Charity_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9887;0.5026;0.6664;0.3265
Charity_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9894;0.4024;0.5720;0.3975
Charity_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9895;0.3030;0.4638;0.4480
Charity_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9894;0.2036;0.3376;0.4941
Charity_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9871;0.0996;0.1809;0.5220
Charity_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.6740;0.9957;0.8006;0.0049
Charity_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.6746;0.9960;0.8011;0.0048
Charity_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.6747;0.9960;0.8011;0.0045
Charity_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.7215;0.9924;0.8311;0.0073
Charity_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.7665;0.9861;0.8585;0.0098
Charity_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.8573;0.9718;0.9090;0.0165
Charity_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.8858;0.9625;0.9213;0.0221
Charity_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9049;0.9528;0.9273;0.0281
Charity_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9196;0.9414;0.9295;0.0344
Charity_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9318;0.9292;0.9297;0.0418
Charity_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9385;0.9196;0.9283;0.0488
Charity_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9448;0.9092;0.9260;0.0543
Charity_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9503;0.8986;0.9232;0.0580
Charity_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9553;0.8885;0.9203;0.0696
Charity_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9729;0.7880;0.8703;0.1280
Charity_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9788;0.6902;0.8092;0.1877
Charity_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9818;0.5930;0.7392;0.2484
Charity_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9846;0.4980;0.6612;0.2990
Charity_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9858;0.3992;0.5679;0.3650
Charity_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9871;0.3030;0.4634;0.4149
Charity_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9886;0.1978;0.3294;0.4537
Charity_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9899;0.0954;0.1739;0.4860
Charity_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5437;0.9982;0.7025;0.0049
Charity_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5446;0.9985;0.7032;0.0044
Charity_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5445;0.9984;0.7031;0.0051
Charity_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.5532;0.9957;0.7096;0.0073
Charity_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.5951;0.9886;0.7415;0.0109
Charity_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.8531;0.9746;0.9095;0.0169
Charity_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.8926;0.9651;0.9272;0.0233
Charity_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9163;0.9547;0.9349;0.0287
Charity_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9333;0.9435;0.9383;0.0341
Charity_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9429;0.9329;0.9378;0.0448
Charity_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9504;0.9226;0.9363;0.0495
Charity_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9580;0.9118;0.9342;0.0551
Charity_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9630;0.9019;0.9314;0.0589
Charity_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9666;0.8930;0.9283;0.0708
Charity_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9803;0.7994;0.8806;0.1277
Charity_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9857;0.6991;0.8179;0.1896
Charity_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9872;0.6022;0.7480;0.2472
Charity_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9884;0.5038;0.6673;0.3000
Charity_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9887;0.4068;0.5763;0.3686
Charity_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9889;0.3050;0.4661;0.4179
