Parameters;Precisao;Revocacao;F1-Score;Tempo
Adults_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6140;0.9992;0.7591;0.0043
Adults_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6140;0.9995;0.7592;0.0040
Adults_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6140;0.9995;0.7592;0.0037
Adults_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7385;0.9970;0.8474;0.0066
Adults_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9111;0.9899;0.9488;0.0101
Adults_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9603;0.9756;0.9679;0.0166
Adults_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9704;0.9623;0.9663;0.0228
Adults_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9749;0.9512;0.9629;0.0285
Adults_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9783;0.9371;0.9572;0.0341
Adults_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9806;0.9265;0.9527;0.0433
Adults_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9828;0.9141;0.9472;0.0495
Adults_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9849;0.9020;0.9416;0.0535
Adults_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9862;0.8917;0.9365;0.0600
Adults_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9872;0.8814;0.9313;0.0688
Adults_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9930;0.7739;0.8698;0.1282
Adults_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9949;0.6634;0.7960;0.1866
Adults_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9956;0.5627;0.7189;0.2466
Adults_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9961;0.4643;0.6333;0.2999
Adults_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9962;0.3667;0.5359;0.3691
Adults_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9966;0.2783;0.4350;0.4214
Adults_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9970;0.1842;0.3108;0.4562
Adults_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9978;0.0911;0.1668;0.4966
Adults_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.6306;0.9989;0.7709;0.0048
Adults_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.6302;0.9989;0.7705;0.0046
Adults_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.6302;0.9989;0.7706;0.0046
Adults_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.7439;0.9968;0.8500;0.0071
Adults_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9077;0.9884;0.9454;0.0107
Adults_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9526;0.9764;0.9641;0.0163
Adults_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9661;0.9641;0.9650;0.0227
Adults_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9740;0.9509;0.9622;0.0293
Adults_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9779;0.9388;0.9579;0.0349
Adults_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9809;0.9269;0.9531;0.0433
Adults_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9827;0.9143;0.9472;0.0497
Adults_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9845;0.9025;0.9416;0.0535
Adults_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9860;0.8937;0.9375;0.0593
Adults_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9871;0.8839;0.9326;0.0694
Adults_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9923;0.7756;0.8707;0.1263
Adults_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9946;0.6705;0.8009;0.1887
Adults_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9955;0.5692;0.7242;0.2441
Adults_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9962;0.4655;0.6345;0.2996
Adults_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9961;0.3693;0.5386;0.3715
Adults_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9967;0.2755;0.4316;0.4161
Adults_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9966;0.1827;0.3087;0.4576
Adults_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9961;0.0909;0.1666;0.4915
Adults_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5267;0.9986;0.6896;0.0054
Adults_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5271;0.9985;0.6899;0.0049
Adults_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5270;0.9988;0.6899;0.0048
Adults_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.5862;0.9977;0.7378;0.0076
Adults_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.7960;0.9915;0.8805;0.0109
Adults_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9172;0.9774;0.9461;0.0171
Adults_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9377;0.9681;0.9526;0.0234
Adults_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9501;0.9578;0.9539;0.0288
Adults_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9587;0.9471;0.9529;0.0353
Adults_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9639;0.9379;0.9507;0.0449
Adults_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9684;0.9285;0.9480;0.0488
Adults_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9716;0.9194;0.9447;0.0555
Adults_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9745;0.9078;0.9400;0.0622
Adults_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9765;0.8968;0.9349;0.0731
Adults_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9885;0.7776;0.8704;0.1274
Adults_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9918;0.6680;0.7983;0.1887
Adults_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9933;0.5694;0.7238;0.2467
Adults_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9947;0.4735;0.6415;0.3026
Adults_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9953;0.3720;0.5415;0.3742
Adults_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9954;0.2798;0.4367;0.4162
Adults_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9962;0.1835;0.3098;0.4645
Adults_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9959;0.0923;0.1688;0.4975
Adults_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5505;0.9997;0.7095;0.0043
Adults_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5502;0.9997;0.7093;0.0043
Adults_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5501;0.9997;0.7092;0.0042
Adults_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.6474;0.9982;0.7843;0.0077
Adults_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.8664;0.9901;0.9237;0.0102
Adults_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.9346;0.9771;0.9553;0.0166
Adults_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.9501;0.9656;0.9577;0.0229
