Parameters;Precisao;Revocacao;F1-Score;Tempo
Game_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.7263;0.9952;0.8365;0.0046
Game_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.7267;0.9975;0.8374;0.0042
Game_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.7267;0.9975;0.8374;0.0044
Game_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7894;0.9932;0.8775;0.0072
Game_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8234;0.9887;0.8964;0.0102
Game_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.8532;0.9804;0.9102;0.0167
Game_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.8767;0.9693;0.9185;0.0223
Game_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.8937;0.9583;0.9226;0.0285
Game_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9086;0.9465;0.9252;0.0350
Game_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9171;0.9345;0.9236;0.0467
Game_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9228;0.9230;0.9208;0.0482
Game_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9305;0.9129;0.9198;0.0538
Game_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9346;0.9027;0.9167;0.0609
Game_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9383;0.8920;0.9130;0.0734
Game_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9623;0.7809;0.8612;0.1272
Game_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9703;0.6756;0.7958;0.1916
Game_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9755;0.5778;0.7251;0.2464
Game_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9790;0.4850;0.6480;0.3010
Game_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9811;0.3914;0.5591;0.3633
Game_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9827;0.2972;0.4560;0.4126
Game_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9838;0.2058;0.3399;0.4531
Game_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9855;0.1069;0.1926;0.4923
Game_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.8067;0.9977;0.8909;0.0045
Game_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.8056;0.9978;0.8902;0.0043
Game_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.8058;0.9978;0.8903;0.0051
Game_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.8457;0.9952;0.9135;0.0073
Game_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.8835;0.9897;0.9333;0.0101
