Parameters;Precisao;Revocacao;F1-Score;Tempo
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9972;0.9120;0.9527;0.5133
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9965;0.9150;0.9540;0.6062
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9965;0.9150;0.9540;0.6300
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9965;0.9150;0.9540;0.6813
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9965;0.9145;0.9537;0.7012
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9976;0.9095;0.9515;0.8138
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9986;0.8965;0.9448;0.9827
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9987;0.8878;0.9400;1.1601
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9988;0.8772;0.9341;1.2607
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9988;0.8695;0.9297;1.4251
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9988;0.8625;0.9257;1.5989
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9988;0.8542;0.9209;1.7706
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9988;0.8430;0.9143;1.8920
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9988;0.8280;0.9054;2.0325
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9991;0.7155;0.8338;3.7330
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9992;0.5945;0.7455;5.3736
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9991;0.4803;0.6487;6.9329
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9989;0.3807;0.5513;8.5543
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9990;0.2797;0.4371;10.1567
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9992;0.1875;0.3157;11.7600
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9992;0.1205;0.2151;13.0655
LGBTQ_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9991;0.0585;0.1105;14.3711
