Parameters;Precisao;Revocacao;F1-Score;Tempo
School_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5631;0.9981;0.7190;0.0047
School_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5645;0.9982;0.7200;0.0044
School_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5645;0.9982;0.7200;0.0044
School_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.7140;0.9933;0.8305;0.0071
School_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.8578;0.9855;0.9168;0.0106
School_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9089;0.9754;0.9409;0.0165
School_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9306;0.9647;0.9473;0.0226
School_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9405;0.9552;0.9478;0.0283
School_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9495;0.9447;0.9470;0.0343
School_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9543;0.9351;0.9446;0.0442
School_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9588;0.9234;0.9407;0.0469
School_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9615;0.9131;0.9366;0.0535
School_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9632;0.9023;0.9318;0.0583
School_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9651;0.8905;0.9263;0.0679
School_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9743;0.7798;0.8662;0.1256
School_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9789;0.6713;0.7964;0.1871
School_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9806;0.5646;0.7165;0.2420
School_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9822;0.4624;0.6287;0.3003
School_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9827;0.3661;0.5334;0.3626
School_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9835;0.2722;0.4263;0.4146
School_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9851;0.1789;0.3027;0.4545
School_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9863;0.0884;0.1622;0.4896
School_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5686;0.9741;0.7170;0.0051
School_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5643;0.9770;0.7148;0.0059
