Parameters;Precisao;Revocacao;F1-Score;Tempo
Election_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.7957;0.9987;0.8835;0.0043
Election_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.7962;0.9989;0.8839;0.0041
Election_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.7963;0.9989;0.8839;0.0041
Election_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.8397;0.9958;0.9093;0.0068
Election_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8876;0.9905;0.9355;0.0102
Election_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9272;0.9807;0.9531;0.0162
Election_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9475;0.9730;0.9600;0.0222
Election_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9615;0.9632;0.9623;0.0282
Election_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9685;0.9541;0.9612;0.0349
Election_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9717;0.9448;0.9580;0.0463
Election_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9745;0.9349;0.9543;0.0468
Election_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9763;0.9248;0.9498;0.0536
Election_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9781;0.9134;0.9446;0.0592
Election_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9790;0.9032;0.9396;0.0706
Election_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9847;0.7908;0.8770;0.1265
Election_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9870;0.6856;0.8091;0.1899
Election_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9883;0.5833;0.7336;0.2488
Election_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9892;0.4823;0.6484;0.3006
Election_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9899;0.3848;0.5539;0.3735
