Parameters;Precisao;Revocacao;F1-Score;Tempo
Music_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.6047;0.9948;0.7484;0.0057
Music_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.6049;0.9955;0.7489;0.0050
Music_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.6046;0.9954;0.7487;0.0049
Music_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.7991;0.9882;0.8813;0.0073
Music_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9142;0.9826;0.9463;0.0111
Music_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9648;0.9723;0.9685;0.0168
Music_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9712;0.9619;0.9665;0.0226
Music_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9745;0.9517;0.9629;0.0286
Music_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9765;0.9424;0.9591;0.0354
Music_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9781;0.9324;0.9547;0.0443
Music_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9792;0.9225;0.9500;0.0501
Music_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9803;0.9122;0.9450;0.0527
Music_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9812;0.9009;0.9393;0.0603
Music_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9814;0.8916;0.9344;0.0699
Music_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9853;0.7891;0.8763;0.1283
Music_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9867;0.6898;0.8119;0.1865
Music_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9875;0.5911;0.7394;0.2446
Music_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9878;0.4906;0.6554;0.2992
Music_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9886;0.3983;0.5676;0.3632
Music_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9885;0.2941;0.4529;0.4117
Music_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9875;0.1925;0.3215;0.4581
Music_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9877;0.0987;0.1787;0.4877
Music_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6514;0.9963;0.7856;0.0043
Music_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6520;0.9967;0.7863;0.0039
Music_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6519;0.9967;0.7862;0.0040
Music_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9148;0.9873;0.9495;0.0073
Music_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9623;0.9807;0.9714;0.0099
Music_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9752;0.9699;0.9726;0.0161
Music_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9780;0.9588;0.9683;0.0225
Music_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9801;0.9483;0.9640;0.0290
Music_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9814;0.9372;0.9588;0.0357
Music_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9822;0.9272;0.9539;0.0448
Music_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9833;0.9154;0.9481;0.0489
Music_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9837;0.9040;0.9422;0.0543
Music_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9843;0.8936;0.9368;0.0592
Music_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9847;0.8841;0.9317;0.0710
Music_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9870;0.7750;0.8682;0.1264
Music_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9877;0.6763;0.8028;0.1922
Music_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9881;0.5755;0.7272;0.2468
Music_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9887;0.4755;0.6421;0.3038
Music_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9889;0.3794;0.5481;0.3674
Music_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9892;0.2875;0.4453;0.4212
Music_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9883;0.1923;0.3217;0.4585
Music_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9890;0.0967;0.1760;0.4956
Music_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.7443;0.9941;0.8504;0.0048
Music_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.7441;0.9939;0.8502;0.0048
Music_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.7438;0.9954;0.8506;0.0051
Music_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9078;0.9887;0.9451;0.0074
Music_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9442;0.9824;0.9618;0.0109
Music_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9681;0.9699;0.9687;0.0168
Music_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9732;0.9592;0.9660;0.0225
Music_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9755;0.9491;0.9619;0.0291
Music_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9774;0.9383;0.9573;0.0358
Music_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9787;0.9280;0.9526;0.0465
Music_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9800;0.9161;0.9468;0.0480
Music_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9808;0.9048;0.9412;0.0550
Music_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9813;0.8941;0.9355;0.0603
Music_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9818;0.8833;0.9298;0.0697
Music_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9849;0.7754;0.8676;0.1286
Music_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9860;0.6754;0.8014;0.1897
Music_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9871;0.5738;0.7255;0.2500
Music_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9878;0.4760;0.6421;0.2997
Music_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9883;0.3829;0.5516;0.3602
Music_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9886;0.2939;0.4524;0.4101
Music_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9897;0.1958;0.3267;0.4534
Music_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9889;0.1008;0.1828;0.4880
Music_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5607;0.9957;0.7160;0.0045
Music_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5553;0.9958;0.7122;0.0046
Music_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5569;0.9957;0.7133;0.0044
Music_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.7383;0.9887;0.8440;0.0071
Music_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.9205;0.9828;0.9504;0.0108
Music_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9647;0.9712;0.9679;0.0164
Music_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9700;0.9619;0.9659;0.0228
Music_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9731;0.9528;0.9629;0.0286
Music_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9754;0.9442;0.9595;0.0348
Music_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9771;0.9340;0.9551;0.0444
Music_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9780;0.9228;0.9496;0.0500
Music_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9791;0.9121;0.9444;0.0543
Music_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9801;0.9020;0.9394;0.0603
Music_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9808;0.8901;0.9332;0.0693
Music_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9852;0.7820;0.8719;0.1266
Music_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9865;0.6804;0.8053;0.1864
Music_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9874;0.5771;0.7284;0.2478
Music_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9879;0.4861;0.6516;0.2976
Music_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9880;0.3957;0.5648;0.3625
Music_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9879;0.3018;0.4621;0.4144
Music_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9877;0.2080;0.3433;0.4591
Music_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9873;0.1007;0.1825;0.4879
Music_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5933;0.9959;0.7418;0.0046
Music_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5848;0.9962;0.7358;0.0043
Music_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5838;0.9962;0.7351;0.0043
Music_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.8045;0.9888;0.8857;0.0071
Music_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.9273;0.9832;0.9542;0.0108
Music_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.9654;0.9718;0.9685;0.0165
Music_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.9707;0.9629;0.9668;0.0230
Music_VAE_2000_6000_7_OCSVM_RBF_0,04_scale;0.9739;0.9535;0.9636;0.0286
Music_VAE_2000_6000_7_OCSVM_RBF_0,05_scale;0.9759;0.9439;0.9596;0.0365
Music_VAE_2000_6000_7_OCSVM_RBF_0,06_scale;0.9777;0.9334;0.9550;0.0451
Music_VAE_2000_6000_7_OCSVM_RBF_0,07_scale;0.9790;0.9242;0.9508;0.0488
Music_VAE_2000_6000_7_OCSVM_RBF_0,08_scale;0.9801;0.9130;0.9454;0.0549
Music_VAE_2000_6000_7_OCSVM_RBF_0,09_scale;0.9811;0.9010;0.9393;0.0598
Music_VAE_2000_6000_7_OCSVM_RBF_0,1_scale;0.9821;0.8902;0.9339;0.0718
Music_VAE_2000_6000_7_OCSVM_RBF_0,2_scale;0.9857;0.7866;0.8749;0.1305
Music_VAE_2000_6000_7_OCSVM_RBF_0,3_scale;0.9870;0.6780;0.8038;0.1920
Music_VAE_2000_6000_7_OCSVM_RBF_0,4_scale;0.9876;0.5762;0.7278;0.2488
Music_VAE_2000_6000_7_OCSVM_RBF_0,5_scale;0.9880;0.4781;0.6444;0.3035
Music_VAE_2000_6000_7_OCSVM_RBF_0,6_scale;0.9880;0.3858;0.5549;0.3699
Music_VAE_2000_6000_7_OCSVM_RBF_0,7_scale;0.9887;0.2916;0.4502;0.4217
Music_VAE_2000_6000_7_OCSVM_RBF_0,8_scale;0.9896;0.1969;0.3280;0.4624
Music_VAE_2000_6000_7_OCSVM_RBF_0,9_scale;0.9896;0.0971;0.1765;0.4953
Music_VAE_2000_6000_3_OCSVM_RBF_0,0001_scale;0.5795;0.9915;0.7275;0.0060
Music_VAE_2000_6000_3_OCSVM_RBF_0,0005_scale;0.5776;0.9942;0.7280;0.0057
Music_VAE_2000_6000_3_OCSVM_RBF_0,001_scale;0.5798;0.9945;0.7299;0.0062
Music_VAE_2000_6000_3_OCSVM_RBF_0,005_scale;0.6436;0.9903;0.7781;0.0082
Music_VAE_2000_6000_3_OCSVM_RBF_0,01_scale;0.8452;0.9850;0.9090;0.0112
Music_VAE_2000_6000_3_OCSVM_RBF_0,02_scale;0.9371;0.9749;0.9556;0.0169
Music_VAE_2000_6000_3_OCSVM_RBF_0,03_scale;0.9474;0.9660;0.9566;0.0224
Music_VAE_2000_6000_3_OCSVM_RBF_0,04_scale;0.9544;0.9565;0.9554;0.0287
Music_VAE_2000_6000_3_OCSVM_RBF_0,05_scale;0.9591;0.9467;0.9529;0.0370
Music_VAE_2000_6000_3_OCSVM_RBF_0,06_scale;0.9630;0.9360;0.9493;0.0432
Music_VAE_2000_6000_3_OCSVM_RBF_0,07_scale;0.9654;0.9255;0.9450;0.0480
Music_VAE_2000_6000_3_OCSVM_RBF_0,08_scale;0.9677;0.9146;0.9404;0.0545
Music_VAE_2000_6000_3_OCSVM_RBF_0,09_scale;0.9696;0.9053;0.9363;0.0591
Music_VAE_2000_6000_3_OCSVM_RBF_0,1_scale;0.9714;0.8959;0.9321;0.0699
Music_VAE_2000_6000_3_OCSVM_RBF_0,2_scale;0.9798;0.7955;0.8780;0.1257
Music_VAE_2000_6000_3_OCSVM_RBF_0,3_scale;0.9835;0.6996;0.8175;0.1837
Music_VAE_2000_6000_3_OCSVM_RBF_0,4_scale;0.9850;0.6107;0.7539;0.2390
Music_VAE_2000_6000_3_OCSVM_RBF_0,5_scale;0.9858;0.5143;0.6759;0.2950
Music_VAE_2000_6000_3_OCSVM_RBF_0,6_scale;0.9866;0.4175;0.5865;0.3507
Music_VAE_2000_6000_3_OCSVM_RBF_0,7_scale;0.9871;0.3221;0.4856;0.4069
Music_VAE_2000_6000_3_OCSVM_RBF_0,8_scale;0.9867;0.2205;0.3603;0.4519
Music_VAE_2000_6000_3_OCSVM_RBF_0,9_scale;0.9883;0.1146;0.2052;0.4844
Music_VAE_2000_6000_4_OCSVM_RBF_0,0001_scale;0.5173;0.9970;0.6811;0.0045
Music_VAE_2000_6000_4_OCSVM_RBF_0,0005_scale;0.5192;0.9971;0.6828;0.0043
Music_VAE_2000_6000_4_OCSVM_RBF_0,001_scale;0.5192;0.9972;0.6828;0.0044
Music_VAE_2000_6000_4_OCSVM_RBF_0,005_scale;0.6452;0.9909;0.7799;0.0080
Music_VAE_2000_6000_4_OCSVM_RBF_0,01_scale;0.8831;0.9858;0.9315;0.0107
Music_VAE_2000_6000_4_OCSVM_RBF_0,02_scale;0.9483;0.9749;0.9614;0.0169
Music_VAE_2000_6000_4_OCSVM_RBF_0,03_scale;0.9564;0.9649;0.9606;0.0226
Music_VAE_2000_6000_4_OCSVM_RBF_0,04_scale;0.9612;0.9549;0.9581;0.0292
Music_VAE_2000_6000_4_OCSVM_RBF_0,05_scale;0.9656;0.9450;0.9552;0.0351
Music_VAE_2000_6000_4_OCSVM_RBF_0,06_scale;0.9686;0.9328;0.9503;0.0430
