Parameters;Precisao;Revocacao;F1-Score;Tempo
Language_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.8988;0.9735;0.9342;0.0049
Language_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.9007;0.9868;0.9414;0.0052
Language_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.9016;0.9911;0.9438;0.0054
Language_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.9379;0.9890;0.9622;0.0078
Language_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9513;0.9826;0.9662;0.0113
Language_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9637;0.9722;0.9674;0.0172
Language_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9693;0.9619;0.9650;0.0231
Language_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9749;0.9511;0.9625;0.0295
Language_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9790;0.9385;0.9581;0.0369
Language_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9810;0.9278;0.9534;0.0433
Language_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9829;0.9186;0.9494;0.0483
Language_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9851;0.9095;0.9456;0.0531
Language_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9862;0.8986;0.9402;0.0632
Language_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9878;0.8884;0.9353;0.0689
Language_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9925;0.7932;0.8816;0.1289
Language_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9956;0.6989;0.8212;0.1864
Language_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9970;0.6072;0.7547;0.2489
Language_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9980;0.5098;0.6749;0.3045
Language_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9982;0.4119;0.5831;0.3688
Language_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9987;0.3143;0.4781;0.4145
Language_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9991;0.2153;0.3541;0.4564
