Parameters;Precisao;Revocacao;F1-Score;Tempo
Prison_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.7897;0.9990;0.8812;0.0044
Prison_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.7895;0.9989;0.8811;0.0042
Prison_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.7894;0.9990;0.8810;0.0040
Prison_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.8950;0.9949;0.9422;0.0072
Prison_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9385;0.9892;0.9632;0.0101
Prison_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9569;0.9786;0.9676;0.0162
Prison_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9634;0.9686;0.9660;0.0218
Prison_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9674;0.9589;0.9631;0.0288
Prison_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9701;0.9487;0.9593;0.0340
Prison_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9723;0.9376;0.9546;0.0446
Prison_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9742;0.9262;0.9495;0.0478
Prison_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9759;0.9136;0.9437;0.0518
Prison_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9773;0.9015;0.9379;0.0577
Prison_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9786;0.8901;0.9322;0.0681
Prison_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9850;0.7704;0.8644;0.1300
Prison_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9874;0.6614;0.7919;0.1867
Prison_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9890;0.5582;0.7131;0.2425
Prison_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9900;0.4587;0.6261;0.2965
Prison_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9897;0.3607;0.5280;0.3674
Prison_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9898;0.2710;0.4249;0.4163
Prison_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9891;0.1831;0.3084;0.4608
Prison_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9927;0.0900;0.1648;0.4932
Prison_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.8126;0.9991;0.8955;0.0041
Prison_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.8126;0.9991;0.8955;0.0037
Prison_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.8124;0.9991;0.8954;0.0041
Prison_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9028;0.9955;0.9468;0.0069
Prison_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9428;0.9888;0.9652;0.0096
Prison_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9606;0.9765;0.9685;0.0155
Prison_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9675;0.9661;0.9668;0.0225
Prison_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9714;0.9559;0.9636;0.0281
Prison_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9741;0.9445;0.9590;0.0346
Prison_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9759;0.9323;0.9536;0.0443
Prison_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9772;0.9213;0.9484;0.0478
Prison_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9789;0.9098;0.9431;0.0520
Prison_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9799;0.8992;0.9379;0.0580
Prison_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9812;0.8873;0.9319;0.0711
Prison_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9865;0.7664;0.8625;0.1274
Prison_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9887;0.6539;0.7868;0.1864
Prison_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9902;0.5490;0.7057;0.2429
Prison_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9910;0.4488;0.6169;0.2988
Prison_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9915;0.3538;0.5205;0.3654
Prison_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9918;0.2599;0.4110;0.4165
Prison_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9925;0.1689;0.2879;0.4586
Prison_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9917;0.0843;0.1551;0.4913
Prison_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.8058;0.9989;0.8916;0.0045
Prison_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.8055;0.9988;0.8914;0.0043
Prison_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.8054;0.9988;0.8913;0.0046
Prison_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9076;0.9945;0.9489;0.0072
Prison_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9430;0.9887;0.9653;0.0103
Prison_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9610;0.9768;0.9688;0.0169
Prison_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9689;0.9648;0.9668;0.0230
Prison_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9728;0.9527;0.9626;0.0286
Prison_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9750;0.9420;0.9582;0.0360
Prison_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9770;0.9290;0.9524;0.0441
Prison_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9790;0.9154;0.9460;0.0473
Prison_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9801;0.9024;0.9396;0.0523
Prison_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9815;0.8890;0.9329;0.0586
Prison_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9823;0.8776;0.9269;0.0708
Prison_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9871;0.7610;0.8593;0.1280
Prison_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9898;0.6421;0.7788;0.1862
Prison_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9911;0.5346;0.6943;0.2444
Prison_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9917;0.4339;0.6035;0.2975
Prison_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9926;0.3388;0.5049;0.3647
Prison_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9930;0.2470;0.3953;0.4160
Prison_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9922;0.1602;0.2756;0.4616
Prison_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9924;0.0773;0.1434;0.4873
Prison_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.7894;0.9982;0.8815;0.0046
Prison_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.7906;0.9983;0.8822;0.0048
Prison_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.7906;0.9982;0.8822;0.0045
Prison_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.8950;0.9946;0.9420;0.0078
Prison_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.9334;0.9878;0.9597;0.0106
Prison_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9557;0.9757;0.9656;0.0164
Prison_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9623;0.9661;0.9642;0.0238
Prison_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9656;0.9552;0.9604;0.0284
Prison_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9680;0.9463;0.9570;0.0352
Prison_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9708;0.9356;0.9528;0.0439
Prison_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9725;0.9259;0.9486;0.0476
Prison_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9738;0.9136;0.9427;0.0522
Prison_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9752;0.9023;0.9373;0.0587
Prison_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9762;0.8908;0.9315;0.0669
Prison_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9836;0.7685;0.8628;0.1281
Prison_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9860;0.6597;0.7903;0.1865
Prison_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9879;0.5545;0.7100;0.2475
Prison_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9891;0.4516;0.6196;0.3070
Prison_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9902;0.3563;0.5236;0.3693
Prison_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9903;0.2644;0.4169;0.4192
Prison_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9898;0.1699;0.2895;0.4610
Prison_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9901;0.0838;0.1541;0.4928
Prison_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.7923;0.9992;0.8835;0.0043
Prison_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.7923;0.9992;0.8836;0.0041
Prison_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.7924;0.9992;0.8836;0.0040
Prison_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.9051;0.9955;0.9481;0.0069
Prison_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.9398;0.9885;0.9635;0.0100
Prison_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.9587;0.9764;0.9674;0.0164
Prison_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.9651;0.9671;0.9661;0.0226
