Parameters;Precisao;Revocacao;F1-Score;Tempo
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9216;0.9073;0.9144;0.6851
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9200;0.9130;0.9165;0.8725
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9202;0.9133;0.9167;0.9069
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9202;0.9135;0.9168;0.9542
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9201;0.9130;0.9165;0.9811
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9204;0.9117;0.9161;1.0045
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9229;0.9075;0.9152;1.1002
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9278;0.8990;0.9132;1.2871
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9333;0.8888;0.9105;1.3922
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9377;0.8800;0.9079;1.5091
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9425;0.8690;0.9043;1.7071
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9458;0.8610;0.9014;1.8349
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9490;0.8545;0.8993;1.9629
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9514;0.8465;0.8959;2.1242
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9640;0.7522;0.8450;3.8281
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9726;0.6485;0.7781;5.4596
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9779;0.5527;0.7063;7.0906
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9826;0.4652;0.6315;8.6168
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9873;0.3680;0.5362;10.1388
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9920;0.2807;0.4376;11.5662
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9951;0.1883;0.3166;13.1289
Justice_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9985;0.0865;0.1592;14.3317
