Parameters;Precisao;Revocacao;F1-Score;Tempo
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.7739;0.9045;0.8341;0.7310
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.7661;0.9180;0.8352;1.0116
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.7660;0.9190;0.8355;1.0536
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.7659;0.9190;0.8355;1.0904
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.7659;0.9190;0.8355;1.1248
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.7655;0.9187;0.8351;1.1542
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.7668;0.9145;0.8342;1.2242
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.7725;0.9097;0.8355;1.3288
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.7798;0.9028;0.8368;1.4616
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.7864;0.8965;0.8379;1.5543
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.7936;0.8885;0.8384;1.6671
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.8006;0.8778;0.8374;1.8739
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.8078;0.8698;0.8376;2.0150
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.8152;0.8578;0.8359;2.1246
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.8833;0.7485;0.8103;3.7746
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9245;0.6335;0.7518;5.3452
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9498;0.5165;0.6691;6.9854
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9648;0.4098;0.5752;8.5128
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9768;0.2790;0.4340;9.9757
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9846;0.1790;0.3029;11.5115
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9909;0.0955;0.1742;12.8977
Witness_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9907;0.0185;0.0363;14.2245
