Parameters;Precisao;Revocacao;F1-Score;Tempo
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,0001_scale;0.9838;0.9069;0.9437;0.6768
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,0005_scale;0.9834;0.9127;0.9467;0.8071
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,001_scale;0.9835;0.9124;0.9466;0.8426
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,005_scale;0.9835;0.9129;0.9469;0.8601
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,01_scale;0.9835;0.9132;0.9470;0.8803
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,02_scale;0.9847;0.9069;0.9442;0.9789
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,03_scale;0.9859;0.9031;0.9427;1.0540
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,04_scale;0.9876;0.8995;0.9415;1.1546
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,05_scale;0.9890;0.8929;0.9385;1.3412
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,06_scale;0.9911;0.8813;0.9330;1.4790
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,07_scale;0.9920;0.8704;0.9273;1.6315
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,08_scale;0.9932;0.8595;0.9216;1.7932
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,09_scale;0.9939;0.8499;0.9163;1.9612
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,1_scale;0.9941;0.8413;0.9113;2.0859
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,2_scale;0.9973;0.7416;0.8506;3.7764
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,3_scale;0.9980;0.6414;0.7809;5.3200
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,4_scale;0.9984;0.5500;0.7093;6.8809
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,5_scale;0.9986;0.4533;0.6236;8.4034
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,6_scale;0.9985;0.3561;0.5250;9.8210
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,7_scale;0.9985;0.2655;0.4194;11.2237
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,8_scale;0.9986;0.1769;0.3006;12.5917
Terrorism_DistilBERTML_1975_5926_OCSVM_RBF_0,9_scale;0.9986;0.0691;0.1293;13.9665
