Parameters;Precisao;Revocacao;F1-Score;Tempo
Economy_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6262;0.9447;0.7504;0.0054
Economy_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6405;0.9800;0.7727;0.0052
Economy_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6414;0.9906;0.7765;0.0056
Economy_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.8642;0.9885;0.9187;0.0086
Economy_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8924;0.9852;0.9323;0.0120
Economy_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9112;0.9741;0.9375;0.0181
Economy_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9217;0.9650;0.9388;0.0247
Economy_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9267;0.9542;0.9362;0.0292
Economy_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9313;0.9426;0.9329;0.0347
Economy_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9360;0.9295;0.9288;0.0426
Economy_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9381;0.9188;0.9245;0.0498
Economy_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9409;0.9076;0.9204;0.0535
Economy_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9425;0.8963;0.9154;0.0579
Economy_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9442;0.8855;0.9106;0.0709
Economy_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9558;0.7811;0.8574;0.1294
Economy_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9604;0.6764;0.7918;0.1890
Economy_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9625;0.5800;0.7222;0.2441
Economy_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9649;0.4777;0.6379;0.3009
Economy_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9664;0.3768;0.5413;0.3664
Economy_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9678;0.2819;0.4358;0.4130
Economy_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9666;0.1864;0.3120;0.4578
Economy_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9667;0.0936;0.1705;0.4880
Economy_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.7290;0.9956;0.8395;0.0041
Economy_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.7293;0.9957;0.8398;0.0042
Economy_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.7292;0.9957;0.8397;0.0041
Economy_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9055;0.9918;0.9463;0.0068
Economy_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9406;0.9849;0.9622;0.0100
Economy_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9575;0.9722;0.9648;0.0163
Economy_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9645;0.9612;0.9628;0.0224
Economy_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9693;0.9489;0.9590;0.0294
Economy_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9728;0.9361;0.9541;0.0349
Economy_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9752;0.9229;0.9483;0.0428
Economy_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9770;0.9094;0.9419;0.0480
Economy_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9779;0.8978;0.9361;0.0528
Economy_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9784;0.8883;0.9312;0.0582
Economy_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9791;0.8771;0.9253;0.0691
Economy_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9825;0.7720;0.8646;0.1280
Economy_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9830;0.6687;0.7959;0.1918
Economy_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9833;0.5692;0.7209;0.2474
Economy_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9831;0.4698;0.6357;0.3035
Economy_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9841;0.3715;0.5393;0.3617
Economy_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9839;0.2737;0.4281;0.4140
Economy_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9839;0.1824;0.3076;0.4528
Economy_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9825;0.0919;0.1680;0.4878
Economy_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5872;0.9940;0.7378;0.0047
Economy_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5876;0.9957;0.7387;0.0042
Economy_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5877;0.9957;0.7387;0.0043
Economy_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.8512;0.9926;0.9160;0.0067
Economy_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.9104;0.9864;0.9468;0.0101
