Parameters;Precisao;Revocacao;F1-Score;Tempo
Radio_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.8967;0.9953;0.9414;0.0043
Radio_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.8967;0.9954;0.9415;0.0039
Radio_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.8966;0.9954;0.9414;0.0042
Radio_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.9294;0.9901;0.9579;0.0069
Radio_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9437;0.9856;0.9635;0.0098
Radio_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9571;0.9762;0.9660;0.0162
Radio_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9670;0.9657;0.9660;0.0237
Radio_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9716;0.9557;0.9633;0.0296
Radio_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9744;0.9445;0.9589;0.0358
Radio_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9765;0.9325;0.9537;0.0445
Radio_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9782;0.9231;0.9496;0.0478
Radio_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9799;0.9108;0.9438;0.0531
Radio_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9806;0.9012;0.9390;0.0606
Radio_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9816;0.8895;0.9330;0.0704
Radio_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9863;0.7768;0.8689;0.1272
Radio_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9884;0.6701;0.7985;0.1912
Radio_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9894;0.5719;0.7247;0.2442
Radio_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9904;0.4700;0.6374;0.2969
