Parameters;Precisao;Revocacao;F1-Score;Tempo
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,0001_scale;0.5429;0.9965;0.7023;0.0040
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,0005_scale;0.5427;0.9966;0.7022;0.0036
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,001_scale;0.5425;0.9966;0.7020;0.0037
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,005_scale;0.8470;0.9929;0.9076;0.0059
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,01_scale;0.9852;0.9862;0.9857;0.0082
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,02_scale;0.9923;0.9761;0.9841;0.0136
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,03_scale;0.9949;0.9647;0.9796;0.0187
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,04_scale;0.9955;0.9527;0.9736;0.0232
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,05_scale;0.9963;0.9413;0.9680;0.0276
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,06_scale;0.9969;0.9295;0.9620;0.0320
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,07_scale;0.9972;0.9157;0.9548;0.0416
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,08_scale;0.9974;0.9046;0.9487;0.0418
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,09_scale;0.9976;0.8937;0.9428;0.0464
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,1_scale;0.9978;0.8824;0.9365;0.0520
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,2_scale;0.9980;0.7664;0.8669;0.1063
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,3_scale;0.9984;0.6563;0.7919;0.1431
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,4_scale;0.9987;0.5560;0.7142;0.1942
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,5_scale;0.9986;0.4596;0.6293;0.2396
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,6_scale;0.9987;0.3660;0.5353;0.2758
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,7_scale;0.9984;0.2767;0.4330;0.3245
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,8_scale;0.9988;0.1842;0.3107;0.3586
Beverage_VAE_1763_5290_9_OCSVM_RBF_0,9_scale;0.9986;0.0925;0.1690;0.3805
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,0001_scale;0.6075;0.9960;0.7528;0.0039
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,0005_scale;0.6082;0.9962;0.7533;0.0035
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,001_scale;0.6080;0.9962;0.7532;0.0039
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,005_scale;0.9463;0.9920;0.9682;0.0060
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,01_scale;0.9893;0.9851;0.9872;0.0082
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,02_scale;0.9942;0.9729;0.9835;0.0140
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,03_scale;0.9955;0.9613;0.9780;0.0185
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,04_scale;0.9964;0.9466;0.9709;0.0233
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,05_scale;0.9969;0.9328;0.9637;0.0283
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,06_scale;0.9972;0.9195;0.9568;0.0321
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,07_scale;0.9973;0.9065;0.9497;0.0410
Beverage_VAE_1763_5290_10_OCSVM_RBF_0,08_scale;0.9975;0.8956;0.9438;0.0416
