Parameters;Precisao;Revocacao;F1-Score;Tempo
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.7973;0.9976;0.8859;0.0043
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.7972;0.9977;0.8858;0.0039
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.7971;0.9978;0.8858;0.0038
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.8821;0.9933;0.9343;0.0069
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9077;0.9891;0.9466;0.0097
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9318;0.9778;0.9542;0.0162
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9443;0.9656;0.9548;0.0222
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9533;0.9544;0.9538;0.0284
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9591;0.9432;0.9511;0.0345
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9636;0.9336;0.9483;0.0442
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9675;0.9229;0.9446;0.0502
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9706;0.9117;0.9402;0.0541
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9741;0.8994;0.9353;0.0612
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9766;0.8870;0.9296;0.0711
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9853;0.7873;0.8752;0.1266
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9885;0.6819;0.8070;0.1910
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9908;0.5808;0.7322;0.2439
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9921;0.4777;0.6448;0.3011
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9927;0.3817;0.5513;0.3694
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9933;0.2866;0.4447;0.4165
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9946;0.1933;0.3237;0.4617
Social-media_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9945;0.0978;0.1779;0.4968
Social-media_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.8164;0.9944;0.8961;0.0057
Social-media_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.8170;0.9946;0.8966;0.0056
Social-media_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.8167;0.9952;0.8967;0.0060
Social-media_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.8695;0.9926;0.9268;0.0079
Social-media_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8930;0.9880;0.9380;0.0114
Social-media_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9218;0.9779;0.9490;0.0174
Social-media_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9366;0.9657;0.9509;0.0232
Social-media_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9456;0.9544;0.9499;0.0299
Social-media_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9524;0.9436;0.9479;0.0355
Social-media_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9577;0.9333;0.9453;0.0441
