Parameters;Precisao;Revocacao;F1-Score;Tempo
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9813;0.9087;0.9436;0.7883
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9803;0.9137;0.9459;0.9489
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9801;0.9145;0.9462;1.0159
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9802;0.9143;0.9461;1.0736
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9800;0.9143;0.9460;1.0933
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9801;0.9143;0.9460;1.1183
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9816;0.9117;0.9454;1.1807
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9826;0.9042;0.9418;1.2665
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9842;0.8962;0.9381;1.4033
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9860;0.8875;0.9342;1.5529
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9869;0.8788;0.9297;1.6980
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9873;0.8690;0.9244;1.8874
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9881;0.8585;0.9187;2.0469
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9886;0.8460;0.9118;2.1976
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9922;0.7568;0.8586;3.8071
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9937;0.6623;0.7948;5.5071
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9938;0.5517;0.7096;7.0975
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9938;0.4637;0.6324;8.5666
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9942;0.3705;0.5398;10.1456
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9944;0.2828;0.4403;11.5557
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9947;0.1812;0.3066;12.9745
Exports_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9955;0.0932;0.1705;14.3894
