Parameters;Precisao;Revocacao;F1-Score;Tempo
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,0001_scale;0.9615;0.9006;0.9301;0.6903
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,0005_scale;0.9609;0.9084;0.9339;0.8947
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,001_scale;0.9608;0.9081;0.9337;0.9211
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,005_scale;0.9608;0.9089;0.9341;0.9587
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,01_scale;0.9608;0.9089;0.9341;0.9876
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,02_scale;0.9618;0.9074;0.9338;1.0378
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,03_scale;0.9642;0.9041;0.9332;1.1394
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,04_scale;0.9668;0.8973;0.9308;1.2795
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,05_scale;0.9690;0.8906;0.9281;1.4075
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,06_scale;0.9715;0.8815;0.9243;1.5783
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,07_scale;0.9739;0.8722;0.9203;1.7997
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,08_scale;0.9756;0.8635;0.9161;1.9051
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,09_scale;0.9778;0.8549;0.9122;2.0201
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,1_scale;0.9792;0.8419;0.9054;2.1587
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,2_scale;0.9891;0.7440;0.8492;3.8369
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,3_scale;0.9933;0.6488;0.7849;5.4432
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,4_scale;0.9952;0.5489;0.7076;6.9998
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,5_scale;0.9965;0.4470;0.6172;8.5497
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,6_scale;0.9969;0.3368;0.5036;10.0676
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,7_scale;0.9979;0.2490;0.3986;11.5210
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,8_scale;0.9983;0.1647;0.2827;12.9059
Drought_DistilBERTML_1991_5975_OCSVM_RBF_0,9_scale;0.9988;0.0808;0.1496;14.2744
