Parameters;Precisao;Revocacao;F1-Score;Tempo
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9768;0.9103;0.9424;0.7317
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9751;0.9165;0.9449;0.9335
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9751;0.9175;0.9454;0.9560
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9751;0.9180;0.9457;0.9967
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9752;0.9180;0.9457;1.0133
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9757;0.9175;0.9457;1.0699
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9778;0.9130;0.9443;1.1460
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9825;0.9050;0.9422;1.2051
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9859;0.8938;0.9376;1.3279
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9882;0.8860;0.9343;1.4757
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9900;0.8745;0.9287;1.6001
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9913;0.8600;0.9210;1.7634
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9924;0.8468;0.9138;1.9413
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9934;0.8333;0.9063;2.1134
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9968;0.7177;0.8346;3.8013
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9978;0.6108;0.7577;5.4057
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9980;0.5105;0.6755;7.0517
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9990;0.4093;0.5806;8.6130
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9990;0.3252;0.4908;10.2015
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9991;0.2333;0.3782;11.6646
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9992;0.1515;0.2631;13.0391
Fishing_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9986;0.0703;0.1313;14.2955
