Parameters;Precisao;Revocacao;F1-Score;Tempo
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6399;0.9967;0.7790;0.0053
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6419;0.9974;0.7806;0.0051
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6414;0.9975;0.7803;0.0055
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7580;0.9950;0.8602;0.0083
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8329;0.9895;0.9040;0.0111
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.8745;0.9789;0.9235;0.0173
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.8992;0.9662;0.9313;0.0230
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9124;0.9560;0.9335;0.0286
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9234;0.9433;0.9331;0.0350
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9320;0.9291;0.9304;0.0449
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9386;0.9144;0.9262;0.0480
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9435;0.9021;0.9222;0.0523
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9483;0.8882;0.9171;0.0594
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9521;0.8774;0.9131;0.0707
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9726;0.7686;0.8584;0.1258
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9799;0.6759;0.7997;0.1895
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9835;0.5832;0.7317;0.2454
Bankruptcy_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9858;0.4907;0.6546;0.3014
