Parameters;Precisao;Revocacao;F1-Score;Tempo
Metal_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.9208;0.9947;0.9540;0.0046
Metal_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.9209;0.9952;0.9543;0.0046
Metal_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.9209;0.9952;0.9543;0.0046
Metal_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.9417;0.9909;0.9646;0.0075
Metal_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9674;0.9857;0.9764;0.0104
Metal_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9774;0.9787;0.9780;0.0169
Metal_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9820;0.9709;0.9764;0.0224
Metal_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9886;0.9595;0.9738;0.0285
Metal_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9901;0.9500;0.9696;0.0350
Metal_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9921;0.9384;0.9645;0.0429
Metal_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9931;0.9297;0.9603;0.0480
Metal_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9943;0.9201;0.9557;0.0532
Metal_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9949;0.9103;0.9507;0.0587
Metal_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9955;0.9023;0.9466;0.0703
Metal_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9975;0.7896;0.8815;0.1292
Metal_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9980;0.6796;0.8085;0.1905
Metal_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9984;0.5818;0.7350;0.2437
Metal_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9986;0.4823;0.6502;0.2969
Metal_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9989;0.3789;0.5493;0.3633
Metal_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9986;0.2838;0.4418;0.4138
Metal_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9990;0.1917;0.3215;0.4505
Metal_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9983;0.1006;0.1827;0.4804
Metal_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.9245;0.9949;0.9554;0.0046
Metal_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.9244;0.9949;0.9553;0.0040
Metal_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.9244;0.9949;0.9553;0.0042
Metal_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9441;0.9918;0.9661;0.0070
Metal_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9709;0.9864;0.9785;0.0100
Metal_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9812;0.9758;0.9784;0.0168
Metal_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9844;0.9668;0.9754;0.0239
Metal_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9890;0.9557;0.9720;0.0287
Metal_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9913;0.9442;0.9671;0.0355
