Parameters;Precisao;Revocacao;F1-Score;Tempo
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5152;0.9991;0.6798;0.0044
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5152;0.9992;0.6798;0.0041
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5152;0.9992;0.6799;0.0043
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7377;0.9951;0.8465;0.0074
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8357;0.9905;0.9061;0.0099
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9294;0.9783;0.9532;0.0169
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9583;0.9644;0.9613;0.0225
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9701;0.9524;0.9612;0.0282
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9760;0.9432;0.9593;0.0360
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9795;0.9335;0.9559;0.0455
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9817;0.9223;0.9511;0.0478
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9838;0.9117;0.9463;0.0556
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9853;0.9022;0.9419;0.0600
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9865;0.8937;0.9378;0.0718
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9918;0.7926;0.8811;0.1265
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9939;0.6933;0.8168;0.1910
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9948;0.5939;0.7437;0.2420
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9953;0.5001;0.6657;0.3007
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9955;0.4006;0.5712;0.3692
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9956;0.3018;0.4631;0.4174
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9959;0.2033;0.3375;0.4600
Consumers_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9954;0.1040;0.1882;0.4876
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.5154;0.9993;0.6800;0.0044
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.5154;0.9995;0.6801;0.0041
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.5153;0.9994;0.6800;0.0045
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.7427;0.9950;0.8495;0.0070
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.8579;0.9897;0.9189;0.0106
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9318;0.9783;0.9544;0.0170
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9556;0.9663;0.9609;0.0233
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9700;0.9544;0.9621;0.0282
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9753;0.9438;0.9593;0.0350
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9793;0.9338;0.9560;0.0445
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9821;0.9234;0.9518;0.0480
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9836;0.9129;0.9469;0.0539
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9848;0.9036;0.9424;0.0586
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9860;0.8940;0.9377;0.0706
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9919;0.7945;0.8823;0.1283
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9936;0.6918;0.8156;0.1872
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9946;0.5942;0.7439;0.2427
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9951;0.4951;0.6612;0.2973
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9957;0.3994;0.5701;0.3690
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9959;0.2991;0.4600;0.4161
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9971;0.2026;0.3367;0.4539
Consumers_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9971;0.1030;0.1866;0.4890
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5407;0.9972;0.6993;0.0052
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5319;0.9981;0.6931;0.0046
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5314;0.9980;0.6927;0.0050
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.6850;0.9949;0.8108;0.0075
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.7961;0.9907;0.8818;0.0103
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.8877;0.9810;0.9317;0.0166
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9331;0.9685;0.9503;0.0226
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9544;0.9550;0.9547;0.0307
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9648;0.9435;0.9540;0.0350
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9714;0.9343;0.9525;0.0434
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9761;0.9246;0.9496;0.0481
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9785;0.9148;0.9455;0.0528
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9812;0.9049;0.9415;0.0590
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9828;0.8971;0.9380;0.0730
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9905;0.7936;0.8811;0.1273
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9933;0.6921;0.8158;0.1868
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9942;0.5954;0.7447;0.2489
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9952;0.4995;0.6651;0.2994
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9953;0.4025;0.5732;0.3683
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9951;0.3009;0.4620;0.4180
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9950;0.2030;0.3371;0.4596
Consumers_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9950;0.1046;0.1893;0.4953
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5274;0.9977;0.6894;0.0046
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5278;0.9988;0.6898;0.0044
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5276;0.9989;0.6897;0.0043
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.6885;0.9951;0.8134;0.0068
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.7971;0.9907;0.8829;0.0112
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.8868;0.9808;0.9312;0.0166
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.9340;0.9684;0.9508;0.0224
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,04_scale;0.9536;0.9562;0.9548;0.0291
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,05_scale;0.9637;0.9446;0.9541;0.0350
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,06_scale;0.9709;0.9334;0.9518;0.0446
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,07_scale;0.9754;0.9232;0.9486;0.0482
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,08_scale;0.9785;0.9153;0.9458;0.0540
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,09_scale;0.9804;0.9055;0.9415;0.0597
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,1_scale;0.9825;0.8959;0.9372;0.0677
Consumers_VAE_2000_6000_7_OCSVM_RBF_0,2_scale;0.9907;0.7943;0.8817;0.1266
