Parameters;Precisao;Revocacao;F1-Score;Tempo
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9530;0.9215;0.9370;0.8017
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9523;0.9255;0.9387;0.9789
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9520;0.9253;0.9384;1.0318
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9521;0.9255;0.9386;1.0819
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9521;0.9255;0.9386;1.1065
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9521;0.9255;0.9386;1.1335
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9529;0.9240;0.9382;1.1804
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9541;0.9187;0.9361;1.2777
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9561;0.9120;0.9335;1.4356
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9578;0.9035;0.9299;1.6101
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9606;0.8932;0.9257;1.7297
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9630;0.8825;0.9210;1.9018
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9647;0.8695;0.9146;2.0639
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9664;0.8618;0.9111;2.2489
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9778;0.7615;0.8562;3.9469
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9811;0.6673;0.7943;5.5703
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9830;0.5667;0.7190;7.1509
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9844;0.4675;0.6339;8.6998
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9864;0.3575;0.5248;10.1827
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9879;0.2525;0.4022;11.6310
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9893;0.1638;0.2810;13.0121
Students_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9898;0.0828;0.1527;14.4431
