Parameters;Precisao;Revocacao;F1-Score;Tempo
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.6888;0.9980;0.8145;0.0051
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.6904;0.9989;0.8159;0.0046
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.6903;0.9989;0.8158;0.0046
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.8431;0.9923;0.9114;0.0075
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.8753;0.9865;0.9274;0.0105
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.8997;0.9740;0.9352;0.0178
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9154;0.9619;0.9379;0.0228
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9238;0.9515;0.9373;0.0288
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9287;0.9425;0.9355;0.0354
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9340;0.9316;0.9327;0.0444
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9380;0.9222;0.9300;0.0480
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9409;0.9120;0.9261;0.0545
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9435;0.9023;0.9224;0.0618
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9462;0.8924;0.9184;0.0681
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9596;0.7913;0.8673;0.1267
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9649;0.6938;0.8072;0.1886
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9688;0.6028;0.7432;0.2477
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9716;0.5045;0.6641;0.2997
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9733;0.4078;0.5747;0.3582
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9748;0.3080;0.4680;0.4060
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9785;0.2085;0.3436;0.4473
Newspaper_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9753;0.1060;0.1911;0.4783
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6933;0.9994;0.8182;0.0044
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6931;0.9995;0.8182;0.0040
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6931;0.9995;0.8182;0.0048
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.8327;0.9924;0.9049;0.0067
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8642;0.9866;0.9207;0.0098
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.8916;0.9731;0.9297;0.0158
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9049;0.9609;0.9311;0.0221
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9157;0.9492;0.9312;0.0285
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9212;0.9378;0.9285;0.0348
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9250;0.9264;0.9248;0.0441
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9288;0.9141;0.9205;0.0474
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9325;0.9032;0.9167;0.0519
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9356;0.8933;0.9130;0.0585
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9378;0.8826;0.9085;0.0675
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9503;0.7861;0.8598;0.1279
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9544;0.6944;0.8032;0.1889
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9566;0.5988;0.7359;0.2465
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9565;0.5021;0.6576;0.3004
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9559;0.4021;0.5653;0.3614
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9543;0.3060;0.4627;0.4060
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9513;0.2071;0.3395;0.4520
Newspaper_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9616;0.1057;0.1904;0.4913
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.6891;0.9990;0.8148;0.0041
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.6891;0.9990;0.8148;0.0039
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.6892;0.9991;0.8149;0.0042
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.8411;0.9913;0.9095;0.0069
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.8687;0.9845;0.9223;0.0105
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.8935;0.9726;0.9308;0.0167
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9067;0.9609;0.9323;0.0230
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9142;0.9491;0.9306;0.0299
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9210;0.9367;0.9280;0.0345
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9246;0.9259;0.9244;0.0448
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9276;0.9156;0.9207;0.0484
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9297;0.9058;0.9166;0.0524
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9320;0.8959;0.9126;0.0595
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9340;0.8858;0.9083;0.0733
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9429;0.7820;0.8537;0.1267
Newspaper_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9466;0.6863;0.7945;0.1869
