Parameters;Precisao;Revocacao;F1-Score;Tempo
Series_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.7067;0.9966;0.8247;0.0042
Series_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.7049;0.9971;0.8238;0.0038
Series_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.7050;0.9971;0.8239;0.0040
Series_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.7495;0.9932;0.8518;0.0068
Series_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.7912;0.9870;0.8770;0.0104
Series_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.8500;0.9742;0.9068;0.0168
Series_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.8763;0.9633;0.9167;0.0229
Series_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.8980;0.9540;0.9242;0.0278
Series_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9105;0.9444;0.9262;0.0340
Series_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9228;0.9343;0.9278;0.0434
Series_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9313;0.9254;0.9277;0.0498
Series_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9377;0.9162;0.9263;0.0535
Series_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9455;0.9049;0.9244;0.0585
Series_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9515;0.8931;0.9210;0.0687
Series_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9748;0.7838;0.8686;0.1311
Series_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9824;0.6784;0.8023;0.1922
Series_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9873;0.5777;0.7287;0.2462
Series_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9900;0.4811;0.6474;0.2966
Series_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9908;0.3864;0.5558;0.3703
Series_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9923;0.2895;0.4480;0.4193
Series_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9928;0.1888;0.3172;0.4552
Series_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9922;0.0919;0.1683;0.4890
Series_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6618;0.9967;0.7924;0.0043
Series_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6611;0.9950;0.7916;0.0043
Series_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6609;0.9968;0.7919;0.0043
Series_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7018;0.9940;0.8190;0.0070
Series_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.7401;0.9896;0.8433;0.0099
Series_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.8105;0.9758;0.8812;0.0157
Series_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.8419;0.9655;0.8947;0.0226
