Parameters;Precisao;Revocacao;F1-Score;Tempo
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9500;0.9205;0.9350;0.7281
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9478;0.9247;0.9362;0.9126
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9476;0.9253;0.9363;0.9462
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9476;0.9250;0.9361;0.9879
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9475;0.9253;0.9363;1.0133
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9488;0.9250;0.9367;1.0442
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9526;0.9210;0.9365;1.1115
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9566;0.9133;0.9344;1.2293
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9601;0.9045;0.9315;1.3486
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9634;0.8955;0.9282;1.5585
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9656;0.8852;0.9237;1.6776
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9670;0.8752;0.9188;1.8669
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9688;0.8672;0.9152;2.0556
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9703;0.8570;0.9102;2.2311
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9813;0.7772;0.8674;3.7836
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9873;0.7023;0.8207;5.4753
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9909;0.6172;0.7607;7.0551
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9942;0.5098;0.6739;8.5680
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9967;0.3937;0.5645;10.0657
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9980;0.2925;0.4524;11.5302
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9985;0.1830;0.3093;12.9857
Celebrity_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9997;0.0938;0.1714;14.3771
