Parameters;Precisao;Revocacao;F1-Score;Tempo
War_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.6046;0.9971;0.7524;0.0043
War_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.6045;0.9972;0.7523;0.0037
War_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.6045;0.9972;0.7523;0.0037
War_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.6424;0.9870;0.7781;0.0071
War_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.6669;0.9771;0.7925;0.0098
War_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.6991;0.9597;0.8088;0.0162
War_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.7227;0.9412;0.8176;0.0222
War_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.7441;0.9238;0.8242;0.0295
War_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.7619;0.9087;0.8288;0.0359
War_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.7790;0.8956;0.8332;0.0436
War_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.7927;0.8827;0.8353;0.0485
War_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.8077;0.8695;0.8374;0.0526
War_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.8150;0.8576;0.8357;0.0593
War_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.8235;0.8476;0.8354;0.0723
War_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.8819;0.7446;0.8074;0.1273
War_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9103;0.6498;0.7582;0.1871
War_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9260;0.5557;0.6945;0.2462
War_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9379;0.4630;0.6199;0.3009
War_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9448;0.3698;0.5315;0.3699
War_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9507;0.2856;0.4392;0.4131
War_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9549;0.1936;0.3218;0.4619
