Parameters;Precisao;Revocacao;F1-Score;Tempo
Law_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5578;0.9948;0.7146;0.0041
Law_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5577;0.9948;0.7145;0.0039
Law_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5578;0.9948;0.7146;0.0041
Law_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.6437;0.9755;0.7744;0.0070
Law_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.6928;0.9661;0.8059;0.0103
Law_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.7864;0.9490;0.8599;0.0162
Law_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.8409;0.9346;0.8852;0.0235
Law_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.8625;0.9249;0.8926;0.0289
Law_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.8753;0.9151;0.8948;0.0349
Law_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.8867;0.9059;0.8962;0.0444
Law_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.8957;0.8964;0.8960;0.0480
Law_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9021;0.8869;0.8944;0.0528
Law_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9079;0.8770;0.8921;0.0594
Law_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9127;0.8665;0.8890;0.0692
Law_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9434;0.7710;0.8485;0.1272
Law_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9547;0.6826;0.7961;0.1864
Law_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9610;0.5939;0.7341;0.2465
Law_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9644;0.5031;0.6612;0.2997
Law_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9669;0.4071;0.5728;0.3687
Law_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9675;0.3122;0.4720;0.4148
Law_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9692;0.2073;0.3414;0.4546
Law_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9708;0.1070;0.1927;0.4930
Law_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5874;0.9969;0.7384;0.0046
Law_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5881;0.9969;0.7390;0.0041
Law_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5880;0.9969;0.7390;0.0046
Law_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.6970;0.9881;0.8153;0.0073
Law_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.7381;0.9779;0.8392;0.0107
Law_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.8113;0.9607;0.8785;0.0167
Law_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.8411;0.9479;0.8905;0.0226
Law_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.8626;0.9332;0.8959;0.0288
Law_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.8778;0.9206;0.8982;0.0351
Law_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.8897;0.9106;0.8996;0.0443
Law_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.8994;0.8996;0.8992;0.0474
Law_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9065;0.8877;0.8967;0.0540
Law_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9132;0.8778;0.8949;0.0607
Law_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9177;0.8679;0.8918;0.0718
Law_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9447;0.7737;0.8505;0.1272
Law_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9539;0.6852;0.7974;0.1900
Law_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9597;0.5930;0.7330;0.2504
Law_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9644;0.4993;0.6578;0.3025
Law_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9661;0.4014;0.5671;0.3636
Law_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9696;0.2982;0.4559;0.4160
Law_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9708;0.2002;0.3317;0.4597
Law_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9755;0.1009;0.1828;0.4951
Law_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.5883;0.9606;0.7282;0.0050
Law_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.5872;0.9816;0.7342;0.0057
Law_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.5893;0.9821;0.7360;0.0058
Law_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.7043;0.9804;0.8168;0.0088
Law_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.7463;0.9701;0.8399;0.0115
Law_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.8003;0.9525;0.8658;0.0172
Law_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.8294;0.9414;0.8776;0.0235
Law_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.8482;0.9296;0.8826;0.0311
Law_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.8578;0.9184;0.8826;0.0358
Law_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.8666;0.9073;0.8820;0.0441
Law_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.8741;0.8971;0.8810;0.0489
Law_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.8810;0.8866;0.8794;0.0544
Law_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.8871;0.8759;0.8771;0.0603
Law_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.8917;0.8655;0.8742;0.0690
Law_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9139;0.7720;0.8336;0.1259
Law_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9256;0.6737;0.7773;0.1885
Law_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9340;0.5826;0.7159;0.2466
Law_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9398;0.4873;0.6405;0.3017
Law_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9445;0.3924;0.5536;0.3653
Law_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9472;0.2982;0.4529;0.4180
Law_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9491;0.1974;0.3263;0.4551
Law_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9533;0.0950;0.1725;0.4920
Law_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5370;0.9856;0.6950;0.0051
Law_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5378;0.9939;0.6978;0.0049
Law_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5378;0.9940;0.6978;0.0045
Law_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.5666;0.9768;0.7168;0.0071
Law_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.6036;0.9663;0.7427;0.0104
Law_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.7404;0.9473;0.8307;0.0162
Law_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.8091;0.9336;0.8661;0.0224
Law_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.8418;0.9246;0.8810;0.0288
Law_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.8586;0.9146;0.8855;0.0350
Law_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.8715;0.9056;0.8880;0.0435
Law_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.8802;0.8972;0.8885;0.0498
Law_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.8879;0.8876;0.8876;0.0537
Law_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.8946;0.8780;0.8861;0.0581
Law_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9024;0.8672;0.8844;0.0686
Law_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9344;0.7777;0.8488;0.1282
Law_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9481;0.6875;0.7970;0.1886
Law_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9556;0.5994;0.7367;0.2455
Law_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9610;0.5108;0.6670;0.3024
Law_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9645;0.4193;0.5844;0.3655
Law_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9681;0.3189;0.4797;0.4158
Law_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9700;0.2177;0.3556;0.4587
Law_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9703;0.1149;0.2054;0.4934
Law_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5481;0.9959;0.7069;0.0043
Law_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5481;0.9959;0.7069;0.0040
Law_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5481;0.9959;0.7069;0.0040
Law_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.6014;0.9773;0.7433;0.0068
Law_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.6548;0.9684;0.7800;0.0101
Law_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.7642;0.9529;0.8478;0.0161
Law_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.8300;0.9389;0.8809;0.0223
Law_VAE_2000_6000_7_OCSVM_RBF_0,04_scale;0.8518;0.9274;0.8879;0.0302
Law_VAE_2000_6000_7_OCSVM_RBF_0,05_scale;0.8679;0.9170;0.8917;0.0347
Law_VAE_2000_6000_7_OCSVM_RBF_0,06_scale;0.8800;0.9076;0.8935;0.0463
Law_VAE_2000_6000_7_OCSVM_RBF_0,07_scale;0.8889;0.8986;0.8937;0.0480
Law_VAE_2000_6000_7_OCSVM_RBF_0,08_scale;0.8960;0.8900;0.8929;0.0533
Law_VAE_2000_6000_7_OCSVM_RBF_0,09_scale;0.9018;0.8810;0.8912;0.0592
Law_VAE_2000_6000_7_OCSVM_RBF_0,1_scale;0.9069;0.8715;0.8888;0.0701
Law_VAE_2000_6000_7_OCSVM_RBF_0,2_scale;0.9406;0.7750;0.8498;0.1284
Law_VAE_2000_6000_7_OCSVM_RBF_0,3_scale;0.9531;0.6899;0.8003;0.1911
Law_VAE_2000_6000_7_OCSVM_RBF_0,4_scale;0.9605;0.6014;0.7396;0.2470
Law_VAE_2000_6000_7_OCSVM_RBF_0,5_scale;0.9653;0.5092;0.6667;0.3040
Law_VAE_2000_6000_7_OCSVM_RBF_0,6_scale;0.9674;0.4164;0.5821;0.3715
Law_VAE_2000_6000_7_OCSVM_RBF_0,7_scale;0.9696;0.3149;0.4753;0.4152
Law_VAE_2000_6000_7_OCSVM_RBF_0,8_scale;0.9722;0.2136;0.3500;0.4587
Law_VAE_2000_6000_7_OCSVM_RBF_0,9_scale;0.9728;0.1103;0.1981;0.4991
Law_VAE_2000_6000_3_OCSVM_RBF_0,0001_scale;0.5391;0.9938;0.6985;0.0058
Law_VAE_2000_6000_3_OCSVM_RBF_0,0005_scale;0.5302;0.9953;0.6916;0.0056
Law_VAE_2000_6000_3_OCSVM_RBF_0,001_scale;0.5295;0.9955;0.6910;0.0057
Law_VAE_2000_6000_3_OCSVM_RBF_0,005_scale;0.5343;0.9889;0.6935;0.0081
Law_VAE_2000_6000_3_OCSVM_RBF_0,01_scale;0.5595;0.9768;0.7111;0.0113
Law_VAE_2000_6000_3_OCSVM_RBF_0,02_scale;0.6760;0.9507;0.7896;0.0175
Law_VAE_2000_6000_3_OCSVM_RBF_0,03_scale;0.7693;0.9369;0.8447;0.0233
Law_VAE_2000_6000_3_OCSVM_RBF_0,04_scale;0.7975;0.9259;0.8568;0.0292
Law_VAE_2000_6000_3_OCSVM_RBF_0,05_scale;0.8156;0.9168;0.8630;0.0360
Law_VAE_2000_6000_3_OCSVM_RBF_0,06_scale;0.8293;0.9092;0.8673;0.0470
Law_VAE_2000_6000_3_OCSVM_RBF_0,07_scale;0.8453;0.9003;0.8719;0.0470
Law_VAE_2000_6000_3_OCSVM_RBF_0,08_scale;0.8543;0.8924;0.8729;0.0545
Law_VAE_2000_6000_3_OCSVM_RBF_0,09_scale;0.8626;0.8835;0.8729;0.0612
Law_VAE_2000_6000_3_OCSVM_RBF_0,1_scale;0.8685;0.8749;0.8716;0.0710
Law_VAE_2000_6000_3_OCSVM_RBF_0,2_scale;0.9111;0.7828;0.8421;0.1288
Law_VAE_2000_6000_3_OCSVM_RBF_0,3_scale;0.9333;0.6873;0.7916;0.1895
Law_VAE_2000_6000_3_OCSVM_RBF_0,4_scale;0.9439;0.6024;0.7354;0.2443
Law_VAE_2000_6000_3_OCSVM_RBF_0,5_scale;0.9516;0.5161;0.6691;0.2975
Law_VAE_2000_6000_3_OCSVM_RBF_0,6_scale;0.9561;0.4245;0.5878;0.3703
Law_VAE_2000_6000_3_OCSVM_RBF_0,7_scale;0.9606;0.3298;0.4909;0.4058
Law_VAE_2000_6000_3_OCSVM_RBF_0,8_scale;0.9637;0.2278;0.3684;0.4536
Law_VAE_2000_6000_3_OCSVM_RBF_0,9_scale;0.9666;0.1163;0.2075;0.4917
Law_VAE_2000_6000_4_OCSVM_RBF_0,0001_scale;0.5197;0.9970;0.6832;0.0047
Law_VAE_2000_6000_4_OCSVM_RBF_0,0005_scale;0.5193;0.9975;0.6830;0.0047
Law_VAE_2000_6000_4_OCSVM_RBF_0,001_scale;0.5193;0.9974;0.6830;0.0049
Law_VAE_2000_6000_4_OCSVM_RBF_0,005_scale;0.5258;0.9860;0.6858;0.0076
Law_VAE_2000_6000_4_OCSVM_RBF_0,01_scale;0.5573;0.9738;0.7087;0.0106
Law_VAE_2000_6000_4_OCSVM_RBF_0,02_scale;0.6840;0.9505;0.7947;0.0168
Law_VAE_2000_6000_4_OCSVM_RBF_0,03_scale;0.7685;0.9388;0.8446;0.0227
Law_VAE_2000_6000_4_OCSVM_RBF_0,04_scale;0.8071;0.9279;0.8627;0.0299
Law_VAE_2000_6000_4_OCSVM_RBF_0,05_scale;0.8261;0.9188;0.8695;0.0345
Law_VAE_2000_6000_4_OCSVM_RBF_0,06_scale;0.8398;0.9110;0.8736;0.0453
Law_VAE_2000_6000_4_OCSVM_RBF_0,07_scale;0.8514;0.9025;0.8758;0.0487
Law_VAE_2000_6000_4_OCSVM_RBF_0,08_scale;0.8612;0.8925;0.8763;0.0523
Law_VAE_2000_6000_4_OCSVM_RBF_0,09_scale;0.8681;0.8844;0.8758;0.0598
Law_VAE_2000_6000_4_OCSVM_RBF_0,1_scale;0.8753;0.8742;0.8745;0.0720
Law_VAE_2000_6000_4_OCSVM_RBF_0,2_scale;0.9149;0.7835;0.8440;0.1279
Law_VAE_2000_6000_4_OCSVM_RBF_0,3_scale;0.9338;0.6924;0.7950;0.1928
Law_VAE_2000_6000_4_OCSVM_RBF_0,4_scale;0.9436;0.6084;0.7397;0.2452
Law_VAE_2000_6000_4_OCSVM_RBF_0,5_scale;0.9504;0.5164;0.6691;0.3013
Law_VAE_2000_6000_4_OCSVM_RBF_0,6_scale;0.9546;0.4220;0.5852;0.3707
Law_VAE_2000_6000_4_OCSVM_RBF_0,7_scale;0.9566;0.3277;0.4880;0.4173
Law_VAE_2000_6000_4_OCSVM_RBF_0,8_scale;0.9609;0.2245;0.3638;0.4610
Law_VAE_2000_6000_4_OCSVM_RBF_0,9_scale;0.9613;0.1099;0.1973;0.4994
Law_VAE_2000_6000_5_OCSVM_RBF_0,0001_scale;0.5251;0.9974;0.6880;0.0046
Law_VAE_2000_6000_5_OCSVM_RBF_0,0005_scale;0.5245;0.9974;0.6875;0.0044
Law_VAE_2000_6000_5_OCSVM_RBF_0,001_scale;0.5245;0.9974;0.6875;0.0043
